"yearID","lgID","teamID","franchID","divID","Rank","G","Ghome","W","L","DivWin","WCWin","LgWin","WSWin","R","AB","H","X2B","X3B","HR","BB","SO","SB","CS","HBP","SF","RA","ER","ERA","CG","SHO","SV","IPouts","HA","HRA","BBA","SOA","E","DP","FP","name","park","attendance","BPF","PPF","teamIDBR","teamIDlahman45","teamIDretro"
1897,"NL","CIN","CIN",NA,4,134,NA,76,56,NA,NA,"N",NA,763,4524,1311,219,69,22,380,216,194,NA,65,NA,705,525,4.09,100,4,2,3470,1375,18,329,270,273,100,0.948,"Cincinnati Reds","League Park II in Cincinnati",336800,107,106,"CIN","CIN","CIN"
1897,"NL","CL4","CLV",NA,5,130,NA,69,62,NA,NA,"N",NA,773,4604,1374,192,88,16,435,348,181,NA,38,NA,680,491,3.95,111,6,0,3358,1297,32,289,277,261,74,0.95,"Cleveland Spiders","League Park I",115250,110,109,"CLV","CL4","CL4"
1897,"NL","LS3","LOU",NA,11,135,NA,52,78,NA,NA,"N",NA,675,4587,1209,161,70,40,375,445,200,NA,67,NA,869,566,4.41,115,2,0,3465,1374,40,467,267,399,87,0.93,"Louisville Colonels","Eclipse Park II",145210,97,99,"LOU","LS3","LS3"
1897,"NL","NY1","SFG",NA,3,137,NA,83,48,NA,NA,"N",NA,901,4871,1452,188,84,31,412,330,332,NA,67,NA,696,458,3.45,119,8,3,3589,1217,26,490,463,399,109,0.93,"New York Giants","Polo Grounds III",390340,97,96,"NYG","NY1","NY1"
1897,"NL","PHI","PHI",NA,10,133,NA,55,77,NA,NA,"N",NA,752,4756,1392,213,83,40,399,302,163,NA,42,NA,792,591,4.6,115,4,2,3466,1415,28,364,253,296,72,0.944,"Philadelphia Phillies","Baker Bowl",290027,97,97,"PHI","PHI","PHI"
1897,"NL","PIT","PIT",NA,8,134,NA,60,71,NA,NA,"N",NA,676,4590,1266,140,108,25,359,333,170,NA,67,NA,835,599,4.67,112,2,2,3460,1397,22,318,342,346,70,0.936,"Pittsburgh Pirates","Exposition Park",165950,96,97,"PIT","PIT","PIT"
1897,"NL","SLN","STL",NA,12,133,NA,29,102,NA,NA,"N",NA,592,4673,1285,151,67,32,351,314,172,NA,76,NA,1088,779,6.17,110,1,1,3409,1594,54,454,207,380,86,0.932,"St. Louis Browns","Robison Field",136400,98,102,"STL","SLN","SLN"
1897,"NL","WAS","WAS",NA,6,133,NA,61,71,NA,NA,"N",NA,781,4636,1376,194,77,36,374,345,208,NA,59,NA,793,512,4.01,102,7,6,3444,1383,27,400,348,369,103,0.933,"Washington Senators","Boundary Field",151028,99,101,"WHS","WSN","WSN"
1898,"NL","BLN","BLO",NA,2,153,NA,96,53,NA,NA,"N",NA,933,5242,1584,154,77,12,519,316,250,NA,160,NA,623,426,2.9,138,12,0,3969,1236,17,400,422,326,105,0.947,"Baltimore Orioles","Union Park",123416,102,99,"BLN","BLN","BLN"
1898,"NL","BRO","LAD",NA,10,149,NA,54,91,NA,NA,"N",NA,638,5126,1314,156,66,17,328,316,130,NA,65,NA,811,579,4.01,134,1,0,3896,1446,34,476,294,334,125,0.947,"Brooklyn Bridegrooms","Washington Park III",122514,100,99,"BRO","BRO","BRO"
1898,"NL","BSN","ATL",NA,1,152,NA,102,47,NA,NA,"Y",NA,872,5276,1531,190,55,53,405,303,172,NA,32,NA,614,443,2.98,127,9,8,4020,1186,37,470,432,310,102,0.95,"Boston Beaneaters","South End Grounds III",229275,105,102,"BSN","BSN","BSN"
1898,"NL","CHN","CHC",NA,4,152,NA,85,65,NA,NA,"N",NA,828,5219,1431,175,84,18,476,387,220,NA,71,NA,679,422,2.83,137,13,0,4028,1357,17,364,323,412,149,0.936,"Chicago Orphans","West Side Park II",424352,100,99,"CHC","CHN","CHN"
1898,"NL","CIN","CIN",NA,3,157,NA,92,60,NA,NA,"N",NA,831,5334,1448,207,101,19,455,297,165,NA,59,NA,740,538,3.5,131,10,2,4156,1484,16,449,294,325,128,0.95,"Cincinnati Reds","League Park II in Cincinnati",336378,107,106,"CIN","CIN","CIN"
1898,"NL","CL4","CLV",NA,5,156,NA,81,68,NA,NA,"N",NA,730,5246,1379,162,56,18,545,303,93,NA,46,NA,683,475,3.2,142,9,0,4002,1429,26,309,339,301,95,0.952,"Cleveland Spiders","League Park I",70496,96,95,"CLV","CL4","CL4"
1898,"NL","LS3","LOU",NA,9,154,NA,70,81,NA,NA,"N",NA,728,5193,1389,150,71,32,375,424,235,NA,66,NA,833,629,4.24,137,4,0,4002,1457,33,470,271,382,114,0.939,"Louisville Colonels","Eclipse Park II",128980,99,99,"LOU","LS3","LS3"
1898,"NL","NY1","SFG",NA,7,156,NA,77,73,NA,NA,"N",NA,837,5349,1422,190,86,34,428,369,214,NA,69,NA,800,517,3.44,141,9,1,4061,1359,21,587,558,447,113,0.932,"New York Giants","Polo Grounds III",265414,97,96,"NYG","NY1","NY1"
1898,"NL","PHI","PHI",NA,6,150,NA,78,71,NA,NA,"N",NA,823,5118,1431,238,81,33,472,380,182,NA,69,NA,784,533,3.72,129,10,0,3865,1440,23,399,325,379,102,0.937,"Philadelphia Phillies","Baker Bowl",265414,96,95,"PHI","PHI","PHI"
1898,"NL","PIT","PIT",NA,8,152,NA,72,76,NA,NA,"N",NA,634,5087,1313,140,88,14,336,339,107,NA,74,NA,694,501,3.41,131,10,3,3971,1400,14,346,330,340,105,0.946,"Pittsburgh Pirates","Exposition Park",150900,98,99,"PIT","PIT","PIT"
1898,"NL","SLN","STL",NA,12,154,NA,39,111,NA,NA,"N",NA,571,5214,1290,149,55,13,383,405,104,NA,84,NA,929,667,4.53,133,0,2,3973,1584,32,372,288,388,97,0.939,"St. Louis Browns","Robison Field",151700,102,105,"STL","SLN","SLN"
1898,"NL","WAS","WAS",NA,11,155,NA,51,101,NA,NA,"N",NA,704,5257,1423,177,80,36,370,384,197,NA,70,NA,939,657,4.52,129,0,1,3921,1577,29,450,371,443,119,0.929,"Washington Senators","Boundary Field",103250,100,101,"WHS","WSN","WSN"
1899,"NL","BLN","BLO",NA,4,151,NA,86,62,NA,NA,"N",NA,827,5073,1509,204,71,17,418,381,364,NA,122,NA,691,480,3.31,132,9,5,3913,1403,13,349,294,308,96,0.949,"Baltimore Orioles","Union Park",121935,105,103,"BLN","BLN","BLN"
1899,"NL","BRO","LAD",NA,1,148,NA,101,47,NA,NA,"Y",NA,892,4937,1436,178,97,27,477,263,271,NA,125,NA,658,458,3.25,121,9,9,3808,1320,32,463,331,314,125,0.948,"Brooklyn Superbas","Washington Park III",269641,102,102,"BRO","BRO","BRO"
1899,"NL","BSN","ATL",NA,2,153,NA,95,57,NA,NA,"N",NA,858,5290,1517,178,90,39,431,266,185,NA,43,NA,645,489,3.26,138,13,4,4044,1273,44,432,385,303,124,0.952,"Boston Beaneaters","South End Grounds III",200384,109,108,"BSN","BSN","BSN"
1899,"NL","CHN","CHC",NA,8,152,NA,75,73,NA,NA,"N",NA,812,5148,1428,173,82,27,406,346,247,NA,64,NA,763,498,3.37,147,8,1,3994,1433,20,330,313,428,145,0.935,"Chicago Orphans","West Side Park II",352130,97,97,"CHC","CHN","CHN"
1899,"NL","CIN","CIN",NA,6,157,NA,83,67,NA,NA,"N",NA,861,5259,1448,195,106,13,487,296,228,NA,67,NA,777,564,3.7,131,8,5,4119,1494,26,372,361,341,113,0.947,"Cincinnati Reds","League Park II in Cincinnati",259536,102,102,"CIN","CIN","CIN"
1899,"NL","CL4","CLV",NA,12,154,NA,20,134,NA,NA,"N",NA,529,5279,1333,142,50,12,289,280,127,NA,65,NA,1252,894,6.37,138,0,0,3792,1844,43,527,215,388,121,0.937,"Cleveland Spiders","League Park I",6088,89,96,"CLV","CL4","CL4"
1899,"NL","LS3","LOU",NA,9,156,NA,75,77,NA,NA,"N",NA,833,5336,1491,195,70,40,437,372,234,NA,78,NA,782,519,3.43,135,5,2,4081,1517,35,325,288,399,103,0.939,"Louisville Colonels","Eclipse Park II",109319,100,100,"LOU","LS3","LS3"
1899,"NL","NY1","SFG",NA,10,152,NA,60,90,NA,NA,"N",NA,741,5125,1441,165,66,23,389,357,235,NA,46,NA,868,613,4.27,139,4,0,3872,1463,19,630,402,434,142,0.932,"New York Giants","Polo Grounds III",121384,97,97,"NYG","NY1","NY1"
1899,"NL","PHI","PHI",NA,3,154,NA,94,58,NA,NA,"N",NA,916,5353,1613,241,83,31,441,337,212,NA,75,NA,743,514,3.47,129,15,2,4000,1398,17,370,281,379,110,0.94,"Philadelphia Phillies","Baker Bowl",388933,97,96,"PHI","PHI","PHI"
1899,"NL","PIT","PIT",NA,7,155,NA,76,73,NA,NA,"N",NA,841,5486,1582,196,121,29,386,344,179,NA,63,NA,771,551,3.61,118,9,4,4119,1471,27,438,338,363,100,0.945,"Pittsburgh Pirates","Exposition Park",251834,100,99,"PIT","PIT","PIT"
1899,"NL","SLN","STL",NA,5,155,NA,84,67,NA,NA,"N",NA,819,5304,1514,172,88,47,468,264,210,NA,33,NA,739,500,3.36,134,7,1,4022,1476,41,321,331,397,117,0.939,"St. Louis Perfectos","Robison Field",373909,102,103,"STL","SLN","SLN"
1899,"NL","WAS","WAS",NA,11,155,NA,54,98,NA,NA,"N",NA,743,5256,1429,162,87,47,350,343,176,NA,87,NA,983,713,4.93,131,3,0,3901,1649,35,422,328,403,99,0.935,"Washington Senators","Boundary Field",86392,99,101,"WHS","WSN","WSN"
