"yearID","lgID","teamID","franchID","divID","Rank","G","Ghome","W","L","DivWin","WCWin","LgWin","WSWin","R","AB","H","X2B","X3B","HR","BB","SO","SB","CS","HBP","SF","RA","ER","ERA","CG","SHO","SV","IPouts","HA","HRA","BBA","SOA","E","DP","FP","name","park","attendance","BPF","PPF","teamIDBR","teamIDlahman45","teamIDretro"
1884,"AA","SL4","STL",NA,4,110,NA,67,40,NA,NA,"N","N",658,3952,987,151,60,11,172,339,NA,NA,39,NA,539,293,2.67,99,8,0,2961,881,16,172,477,490,65,0.9,"St. Louis Browns","Sportsman's Park I",NA,104,101,"STL","SL4","SL4"
1884,"UA","SLU","SLM",NA,1,113,NA,94,19,NA,NA,"Y",NA,887,4285,1251,259,41,32,181,542,NA,NA,NA,NA,429,216,1.96,104,8,6,2979,838,9,110,550,554,79,0.888,"St. Louis Maroons",NA,NA,99,98,"SLM","SLU","SLU"
1884,"UA","SPU","STP",NA,9,9,NA,2,6,NA,NA,"N",NA,24,272,49,13,1,0,7,47,NA,NA,NA,NA,57,25,3.17,7,1,0,213,72,1,27,44,47,6,0.872,"St. Paul White Caps",NA,NA,60,60,"STP","SPU","SPU"
1884,"AA","TL1","TOL",NA,8,109,NA,46,58,NA,NA,"N","N",463,3712,859,153,48,8,157,545,NA,NA,26,NA,571,322,3.06,103,9,1,2838,885,12,169,501,469,67,0.9,"Toledo Blue Stockings","League Park",NA,103,105,"TOL","TL1","TL1"
1884,"UA","WIL","WIL",NA,12,17,NA,2,16,NA,NA,"N",NA,35,521,91,8,8,2,22,123,NA,NA,NA,NA,114,48,3.04,15,0,0,426,165,4,18,113,104,10,0.86,"Wilmington Quicksteps",NA,NA,103,109,"WIL","WIL","WIL"
1884,"AA","WS7","WST",NA,13,63,NA,12,51,NA,NA,"N","N",248,2166,434,61,24,6,100,377,NA,NA,16,NA,481,242,4.01,62,3,0,1631,644,21,110,235,400,40,0.858,"Washington Nationals","Athletic Park",NA,88,93,"WAS","WS7","WS7"
1884,"UA","WSU","WNA",NA,7,112,NA,47,65,NA,NA,"N",NA,572,3926,931,120,26,4,118,558,NA,NA,NA,NA,679,363,3.43,94,5,0,2861,992,16,168,684,625,55,0.869,"Washington Nationals",NA,NA,96,98,"WHS","WSU","WSU"
1885,"NL","BFN","BUF",NA,7,112,NA,38,74,NA,NA,"N","N",495,3900,980,149,50,23,179,380,NA,NA,NA,NA,761,456,4.29,107,4,1,2868,1175,31,234,320,464,65,0.901,"Buffalo Bisons","Olympic Park I",NA,103,105,"BUF","BFN","BFN"
1885,"AA","BL2","BLO",NA,8,110,NA,41,68,NA,NA,"N","N",541,3820,837,124,59,17,279,529,NA,NA,42,NA,683,421,3.9,103,2,4,2913,1059,12,222,395,419,71,0.909,"Baltimore Orioles","Oriole Park",NA,99,100,"BAL","BL2","BL2"
1885,"AA","BR3","LAD",NA,5,112,NA,53,59,NA,NA,"N","N",624,3943,966,121,65,14,238,324,NA,NA,42,NA,650,381,3.46,110,3,1,2975,955,27,211,436,434,56,0.91,"Brooklyn Grays","Washington Park I",NA,100,102,"BRO","BR3","BR3"
1885,"NL","BSN","ATL",NA,5,113,NA,46,66,NA,NA,"N","N",528,3950,915,144,53,22,190,522,NA,NA,NA,NA,589,330,3.03,111,10,0,2943,1045,26,188,480,478,79,0.901,"Boston Beaneaters","South End Grounds I",NA,96,95,"BSN","BSN","BSN"
1885,"NL","CHN","CHC",NA,1,113,NA,87,25,NA,NA,"Y","N",834,4093,1079,184,75,54,340,429,NA,NA,NA,NA,470,252,2.23,108,14,4,3047,868,37,202,458,496,80,0.903,"Chicago White Stockings","West Side Park I",NA,114,107,"CHC","CHN","CHN"
1885,"AA","CN2","CIN",NA,2,112,NA,63,49,NA,NA,"N","N",642,4050,1046,108,77,26,153,420,NA,NA,51,NA,575,362,3.26,102,7,1,2998,998,24,250,330,423,86,0.911,"Cincinnati Red Stockings","League Park I in Cincinnati",NA,102,100,"CIN","CN2","CN2"
1885,"NL","DTN","DTN",NA,6,108,NA,41,67,NA,NA,"N","N",514,3773,917,149,66,25,216,451,NA,NA,NA,NA,582,305,2.88,105,6,1,2863,966,18,224,475,462,61,0.901,"Detroit Wolverines","Recreation Park",NA,100,101,"DTN","DTN","DTN"
1885,"AA","LS2","LOU",NA,6,112,NA,53,59,NA,NA,"N","N",564,3969,986,126,83,19,152,448,NA,NA,25,NA,598,298,2.68,109,3,1,3006,927,13,217,462,460,75,0.905,"Louisville Colonels","Eclipse Park I",NA,100,100,"LOU","LS2","LS2"
1885,"NL","NY1","SFG",NA,2,112,NA,85,27,NA,NA,"N","N",691,4029,1085,150,82,16,221,312,NA,NA,NA,NA,370,190,1.72,109,16,1,2982,758,11,265,516,331,85,0.929,"New York Giants","Polo Grounds I",NA,101,97,"NYG","NY1","NY1"
1885,"AA","NY4","NYP",NA,7,108,NA,44,64,NA,NA,"N","N",526,3731,921,123,57,21,217,428,NA,NA,35,NA,688,432,4.15,103,2,0,2811,1015,36,204,408,452,62,0.901,"New York Metropolitans","Polo Grounds I West Diamond",NA,84,86,"NYP","NY4","NY4"
1885,"AA","PH4","PHA",NA,4,113,NA,55,57,NA,NA,"N","N",764,4142,1099,169,76,30,223,410,NA,NA,45,NA,691,360,3.23,105,5,0,3010,1038,11,212,506,483,79,0.901,"Philadelphia Athletics","Jefferson Street Grounds",NA,106,106,"PHA","PH4","PH4"
1885,"NL","PHI","PHI",NA,3,111,NA,56,54,NA,NA,"N","N",513,3893,891,156,35,20,220,401,NA,NA,NA,NA,511,259,2.39,108,10,0,2928,860,18,218,378,447,66,0.905,"Philadelphia Quakers","Recreation Park",NA,97,98,"PHI","PHI","PHI"
1885,"NL","PRO","PRO",NA,4,110,NA,53,57,NA,NA,"N","N",442,3727,820,114,30,6,265,430,NA,NA,NA,NA,531,289,2.71,108,8,0,2882,912,18,235,371,459,70,0.903,"Providence Grays","Messer Street Grounds",NA,97,95,"PRO","PRO","PRO"
1885,"AA","PT1","PIT",NA,3,111,NA,56,55,NA,NA,"N","N",547,3975,955,123,79,5,189,537,NA,NA,44,NA,539,328,2.92,104,8,0,3033,918,14,201,454,422,77,0.912,"Pittsburg Alleghenys","Recreation Park",NA,100,99,"PIT","PT1","PT1"
1885,"AA","SL4","STL",NA,1,112,NA,79,33,NA,NA,"Y","N",677,3972,979,132,57,17,234,282,NA,NA,49,NA,461,272,2.44,111,11,0,3006,879,12,168,378,381,64,0.92,"St. Louis Browns","Sportsman's Park I",NA,105,101,"STL","SL4","SL4"
1885,"NL","SL5","SLM",NA,8,111,NA,36,72,NA,NA,"N","N",390,3758,829,121,21,8,214,412,NA,NA,NA,NA,593,361,3.37,107,4,0,2896,935,15,278,337,398,67,0.916,"St. Louis Maroons","Sportsman's Park I",NA,97,98,"SLM","SL5","SL5"
1886,"AA","BL2","BLO",NA,8,139,NA,48,83,NA,NA,"N","N",625,4639,945,124,51,8,379,603,269,NA,36,NA,878,547,4.08,134,5,0,3620,1197,25,403,805,523,59,0.91,"Baltimore Orioles","Oriole Park",NA,98,99,"BAL","BL2","BL2"
1886,"AA","BR3","LAD",NA,3,141,NA,76,61,NA,NA,"N","N",832,5053,1261,196,80,16,433,523,248,NA,18,NA,832,469,3.42,138,6,0,3704,1202,17,464,540,610,87,0.9,"Brooklyn Grays","Washington Park I",NA,100,100,"BRO","BR3","BR3"
1886,"NL","BSN","ATL",NA,5,118,NA,56,61,NA,NA,"N","N",657,4180,1085,151,59,24,250,537,156,NA,NA,NA,661,371,3.24,116,3,0,3087,1049,33,298,511,465,63,0.905,"Boston Beaneaters","South End Grounds I",NA,97,97,"BSN","BSN","BSN"
1886,"NL","CHN","CHC",NA,1,126,NA,90,34,NA,NA,"Y","N",900,4378,1223,198,87,53,460,513,213,NA,NA,NA,555,310,2.54,116,8,3,3293,988,49,262,647,475,82,0.912,"Chicago White Stockings","West Side Park I",NA,114,109,"CHC","CHN","CHN"
1886,"AA","CN2","CIN",NA,5,141,NA,65,73,NA,NA,"N","N",883,4915,1225,145,95,45,374,633,185,NA,65,NA,865,580,4.18,129,3,0,3743,1267,25,481,495,582,122,0.905,"Cincinnati Red Stockings","League Park I in Cincinnati",NA,103,102,"CIN","CN2","CN2"
1886,"NL","DTN","DTN",NA,2,126,NA,87,36,NA,NA,"N","N",829,4501,1260,176,81,53,374,426,194,NA,NA,NA,538,350,2.85,122,8,0,3311,995,20,270,592,373,82,0.928,"Detroit Wolverines","Recreation Park",NA,103,100,"DTN","DTN","DTN"
1886,"NL","KCN","KCN",NA,7,123,NA,30,91,NA,NA,"N","N",494,4236,967,177,48,19,269,608,96,NA,NA,NA,872,575,4.85,117,4,0,3200,1345,27,246,442,482,79,0.91,"Kansas City Cowboys","Association Park",NA,106,114,"KCN","KCN","KCN"
1886,"AA","LS2","LOU",NA,4,138,NA,66,70,NA,NA,"N","N",833,4921,1294,182,88,20,410,558,202,NA,26,NA,805,412,3.07,131,5,2,3629,1109,16,432,720,593,89,0.901,"Louisville Colonels","Eclipse Park I",NA,106,106,"LOU","LS2","LS2"
1886,"NL","NY1","SFG",NA,3,124,NA,75,44,NA,NA,"N","N",692,4298,1156,175,68,21,237,410,155,NA,NA,NA,558,338,2.86,119,3,1,3186,1029,23,280,588,359,70,0.929,"New York Giants","Polo Grounds I",NA,103,99,"NYG","NY1","NY1"
1886,"AA","NY4","NYP",NA,7,137,NA,53,82,NA,NA,"N","N",628,4683,1047,108,72,18,330,578,120,NA,33,NA,766,462,3.5,134,5,0,3559,1148,23,386,559,544,81,0.907,"New York Metropolitans","St. George Cricket Grounds",NA,96,100,"NYP","NY4","NY4"
1886,"AA","PH4","PHA",NA,6,139,NA,63,72,NA,NA,"N","N",772,4856,1142,192,82,21,378,697,284,NA,41,NA,942,538,3.97,134,4,0,3656,1309,35,388,513,637,99,0.894,"Philadelphia Athletics","Jefferson Street Grounds",NA,101,102,"PHA","PH4","PH4"
1886,"NL","PHI","PHI",NA,4,119,NA,71,43,NA,NA,"N","N",621,4072,976,145,66,26,282,516,226,NA,NA,NA,498,285,2.45,110,10,2,3137,923,29,264,540,393,46,0.921,"Philadelphia Quakers","Recreation Park",NA,100,99,"PHI","PHI","PHI"
1886,"AA","PT1","PIT",NA,2,140,NA,80,57,NA,NA,"N","N",810,4854,1171,186,96,16,478,713,260,NA,38,NA,647,385,2.83,137,15,1,3678,1130,10,299,515,487,90,0.917,"Pittsburg Alleghenys","Recreation Park",NA,98,97,"PIT","PT1","PT1"
1886,"AA","SL4","STL",NA,1,139,NA,93,46,NA,NA,"Y","Y",944,5009,1365,206,85,20,400,425,336,NA,52,NA,592,340,2.49,134,14,2,3688,1087,13,329,583,494,96,0.915,"St. Louis Browns","Sportsman's Park I",NA,105,100,"STL","SL4","SL4"
1886,"NL","SL5","SLM",NA,6,126,NA,43,79,NA,NA,"N","N",547,4250,1001,183,46,30,235,656,156,NA,NA,NA,712,388,3.24,118,6,0,3232,1050,34,392,501,452,92,0.914,"St. Louis Maroons","Sportsman's Park I",NA,94,97,"SLM","SL5","SL5"
1886,"NL","WS8","WNL",NA,8,122,NA,28,92,NA,NA,"N","N",445,4082,856,135,51,23,265,582,143,NA,NA,NA,791,497,4.3,115,4,0,3123,1147,34,379,500,458,69,0.91,"Washington Nationals","Swampdoodle Grounds",NA,94,99,"WHS","WS8","WS8"
1887,"AA","BL2","BLO",NA,3,141,NA,77,58,NA,NA,"N","N",975,4825,1337,202,100,31,469,337,545,NA,68,NA,861,524,3.87,132,8,0,3660,1288,16,418,470,549,66,0.907,"Baltimore Orioles","Oriole Park",NA,94,95,"BAL","BL2","BL2"
1887,"AA","BR3","LAD",NA,6,138,NA,60,74,NA,NA,"N","N",904,4913,1281,200,82,25,456,357,409,NA,51,NA,918,589,4.47,132,3,3,3556,1348,27,454,332,562,88,0.905,"Brooklyn Grays","Washington Park I",NA,101,100,"BRO","BR3","BR3"
1887,"NL","BSN","ATL",NA,5,127,NA,61,60,NA,NA,"N","N",834,4531,1255,185,94,53,340,392,373,NA,37,NA,792,539,4.41,123,4,1,3302,1226,55,396,254,522,94,0.905,"Boston Beaneaters","South End Grounds I",NA,98,97,"BSN","BSN","BSN"
1887,"NL","CHN","CHC",NA,3,127,NA,71,50,NA,NA,"N","N",813,4350,1177,178,98,80,407,400,382,NA,20,NA,716,433,3.46,117,4,3,3378,1156,55,338,510,472,99,0.914,"Chicago White Stockings","West Side Park I",NA,113,110,"CHC","CHN","CHN"
1887,"AA","CL3","CLV",NA,8,133,NA,39,92,NA,NA,"N","N",729,4649,1170,178,77,14,375,486,355,NA,46,NA,1112,630,4.99,127,2,1,3408,1472,34,533,332,576,97,0.898,"Cleveland Blues","National League Park II",NA,97,101,"CLE","CL3","CL3"
1887,"AA","CN2","CIN",NA,2,135,NA,81,54,NA,NA,"N","N",892,4797,1285,179,102,37,382,379,527,NA,56,NA,745,471,3.58,129,11,1,3548,1202,28,396,330,484,106,0.916,"Cincinnati Red Stockings","League Park I in Cincinnati",NA,102,101,"CIN","CN2","CN2"
1887,"NL","DTN","DTN",NA,1,127,NA,79,45,NA,NA,"Y","Y",969,4689,1404,213,126,55,352,258,267,NA,38,NA,710,490,3.95,122,3,1,3349,1172,52,344,337,394,92,0.925,"Detroit Wolverines","Recreation Park",NA,104,100,"DTN","DTN","DTN"
1887,"NL","IN3","IND",NA,8,127,NA,37,89,NA,NA,"N","N",628,4368,1080,162,70,33,300,379,334,NA,44,NA,965,634,5.24,118,4,1,3264,1289,60,431,245,479,105,0.912,"Indianapolis Hoosiers","Athletic Park I",NA,96,102,"IND","IN3","IN3"
1887,"AA","LS2","LOU",NA,4,137,NA,76,60,NA,NA,"N","N",956,4916,1420,194,98,27,436,367,466,NA,40,NA,854,512,3.82,133,3,1,3617,1274,31,357,544,574,83,0.903,"Louisville Colonels","Eclipse Park I",NA,102,102,"LOU","LS2","LS2"
1887,"NL","NY1","SFG",NA,4,129,NA,68,55,NA,NA,"N","N",816,4516,1259,167,93,48,361,326,415,NA,47,NA,723,442,3.58,123,5,1,3335,1096,27,373,415,431,83,0.92,"New York Giants","Polo Grounds I",NA,96,93,"NYG","NY1","NY1"
1887,"AA","NY4","NYP",NA,7,138,NA,44,89,NA,NA,"N","N",754,4821,1197,193,66,21,439,456,305,NA,50,NA,1093,693,5.28,132,1,0,3541,1545,39,406,316,632,102,0.894,"New York Metropolitans","St. George Cricket Grounds",NA,96,100,"NYP","NY4","NY4"
1887,"AA","PH4","PHA",NA,5,137,NA,64,69,NA,NA,"N","N",893,4954,1370,231,84,29,321,379,476,NA,51,NA,890,605,4.59,131,5,1,3559,1227,29,433,417,528,95,0.907,"Philadelphia Athletics","Jefferson Street Grounds",NA,100,100,"PHA","PH4","PH4"
1887,"NL","PHI","PHI",NA,2,128,NA,75,48,NA,NA,"N","N",901,4630,1269,213,89,47,385,346,355,NA,52,NA,702,437,3.47,119,7,1,3398,1173,48,305,435,471,76,0.912,"Philadelphia Quakers","Philadelphia Baseball Grounds",NA,106,104,"PHI","PHI","PHI"
1887,"NL","PIT","PIT",NA,6,125,NA,55,69,NA,NA,"N","N",621,4414,1141,183,78,20,319,381,221,NA,38,NA,750,507,4.12,123,4,0,3326,1287,39,246,248,425,70,0.921,"Pittsburg Alleghenys","Recreation Park",NA,93,93,"PIT","PIT","PIT"
1887,"AA","SL4","STL",NA,1,137,NA,95,40,NA,NA,"Y","N",1131,5048,1550,261,78,39,442,342,581,NA,67,NA,761,503,3.77,132,6,2,3598,1254,19,323,334,481,86,0.916,"St. Louis Browns","Sportsman's Park I",NA,111,106,"STL","SL4","SL4"
1887,"NL","WS8","WNL",NA,7,126,NA,46,76,NA,NA,"N","N",601,4314,1039,149,63,47,269,339,334,NA,41,NA,825,508,4.19,124,3,0,3271,1216,47,299,396,483,77,0.909,"Washington Nationals","Swampdoodle Grounds",NA,95,100,"WHS","WS8","WS8"
1888,"AA","BL2","BLO",NA,5,137,NA,57,80,NA,NA,"N","N",653,4656,1068,162,70,19,298,479,326,NA,58,NA,779,504,3.78,130,3,0,3601,1162,23,419,525,461,88,0.92,"Baltimore Orioles","Oriole Park",NA,98,98,"BAL","BL2","BL2"
1888,"AA","BR3","LAD",NA,2,143,NA,88,52,NA,NA,"N","N",758,4871,1177,172,70,25,353,439,334,NA,56,NA,584,333,2.33,138,9,0,3859,1059,15,285,577,502,88,0.918,"Brooklyn Bridegrooms","Washington Park I",NA,101,100,"BRO","BR3","BR3"
1888,"NL","BSN","ATL",NA,4,137,NA,70,64,NA,NA,"N","N",669,4834,1183,167,89,56,282,524,293,NA,32,NA,619,355,2.61,134,7,0,3676,1104,36,269,484,494,91,0.917,"Boston Beaneaters","South End Grounds II",NA,104,102,"BSN","BSN","BSN"
1888,"NL","CHN","CHC",NA,2,135,NA,77,58,NA,NA,"N","N",734,4616,1201,147,95,77,290,563,287,NA,28,NA,659,390,2.96,123,13,1,3559,1139,63,308,588,417,112,0.927,"Chicago White Stockings","West Side Park I",NA,107,106,"CHC","CHN","CHN"
1888,"AA","CL3","CLV",NA,6,135,NA,50,82,NA,NA,"N","N",651,4603,1076,128,59,12,315,559,353,NA,79,NA,839,484,3.72,131,6,1,3513,1235,38,389,500,488,87,0.915,"Cleveland Blues","National League Park II",NA,97,101,"CLE","CL3","CL3"
1888,"AA","CN2","CIN",NA,4,137,NA,80,54,NA,NA,"N","N",745,4801,1161,132,82,32,345,555,469,NA,60,NA,628,375,2.73,132,10,2,3713,1103,19,310,539,456,100,0.923,"Cincinnati Red Stockings","League Park I in Cincinnati",NA,105,104,"CIN","CN2","CN2"
1888,"NL","DTN","DTN",NA,5,134,NA,68,63,NA,NA,"N","N",721,4849,1275,177,72,51,307,396,193,NA,46,NA,629,365,2.74,130,10,1,3597,1115,44,183,522,463,83,0.919,"Detroit Wolverines","Recreation Park",NA,100,97,"DTN","DTN","DTN"
1888,"NL","IN3","IND",NA,7,136,NA,50,85,NA,NA,"N","N",603,4623,1100,180,33,34,236,492,350,NA,43,NA,731,503,3.81,132,6,0,3563,1260,64,308,388,449,84,0.921,"Indianapolis Hoosiers","Athletic Park II",NA,102,104,"IND","IN3","IN3"
1888,"AA","KC2","KCC",NA,8,132,NA,43,89,NA,NA,"N","N",579,4588,1000,142,61,19,288,604,257,NA,57,NA,896,552,4.29,128,4,0,3473,1306,32,401,381,507,95,0.914,"Kansas City Cowboys","Association Park I",NA,106,112,"KCC","KC2","KC2"
1888,"AA","LS2","LOU",NA,7,139,NA,48,87,NA,NA,"N","N",689,4881,1177,183,67,14,322,604,318,NA,69,NA,870,444,3.25,133,6,0,3694,1265,28,281,599,609,75,0.9,"Louisville Colonels","Eclipse Park I",NA,98,100,"LOU","LS2","LS2"
1888,"NL","NY1","SFG",NA,1,137,NA,84,47,NA,NA,"Y","Y",659,4747,1149,130,76,55,270,456,314,NA,29,NA,479,263,1.96,133,20,3,3624,907,27,307,726,432,76,0.924,"New York Giants","Polo Grounds I",NA,99,96,"NYG","NY1","NY1"
1888,"AA","PH4","PHA",NA,3,136,NA,81,52,NA,NA,"N","N",827,4828,1209,183,89,31,303,473,434,NA,77,NA,594,324,2.41,133,13,0,3626,988,14,324,596,475,73,0.919,"Philadelphia Athletics","Jefferson Street Grounds",NA,100,98,"PHA","PH4","PH4"
1888,"NL","PHI","PHI",NA,3,131,NA,69,61,NA,NA,"N","N",535,4528,1021,151,46,16,268,485,246,NA,51,NA,509,309,2.38,125,16,3,3501,1072,26,196,519,424,70,0.923,"Philadelphia Quakers","Philadelphia Baseball Grounds",NA,105,104,"PHI","PHI","PHI"
1888,"NL","PIT","PIT",NA,6,138,NA,66,68,NA,NA,"N","N",534,4713,1070,150,49,14,194,583,287,NA,46,NA,580,357,2.67,135,13,0,3610,1190,23,223,367,416,88,0.927,"Pittsburg Alleghenys","Recreation Park",NA,92,93,"PIT","PIT","PIT"
1888,"AA","SL4","STL",NA,1,137,NA,92,43,NA,NA,"Y","N",789,4755,1189,149,47,36,410,521,468,NA,50,NA,501,282,2.09,132,12,0,3638,939,19,225,517,430,73,0.924,"St. Louis Browns","Sportsman's Park I",NA,111,106,"STL","SL4","SL4"
1888,"NL","WS8","WNL",NA,8,136,NA,48,86,NA,NA,"N","N",482,4546,944,98,49,30,246,499,331,NA,43,NA,731,464,3.54,133,6,0,3538,1157,50,298,406,494,69,0.912,"Washington Nationals","Swampdoodle Grounds",NA,94,98,"WHS","WS8","WS8"
1889,"AA","BL2","BLO",NA,5,139,NA,70,65,NA,NA,"N","N",791,4756,1209,155,68,20,418,536,311,NA,82,NA,795,471,3.56,128,10,1,3576,1168,27,424,540,536,104,0.907,"Baltimore Orioles","Oriole Park",NA,98,99,"BAL","BL2","BL2"
1889,"AA","BR3","LAD",NA,1,138,NA,93,44,NA,NA,"Y","N",995,4815,1265,188,79,47,550,401,389,NA,49,NA,706,487,3.61,120,10,1,3638,1205,33,400,471,421,92,0.928,"Brooklyn Bridegrooms","Washington Park I",NA,95,91,"BRO","BR3","BR3"
1889,"NL","BSN","ATL",NA,2,133,NA,83,45,NA,NA,"N","N",826,4628,1251,196,54,42,471,450,331,NA,41,NA,626,435,3.36,121,10,5,3498,1152,41,413,497,413,105,0.926,"Boston Beaneaters","South End Grounds II",NA,106,104,"BSN","BSN","BSN"
1889,"NL","CHN","CHC",NA,3,136,NA,67,65,NA,NA,"N","N",867,4849,1338,184,66,79,518,516,243,NA,30,NA,814,512,3.73,123,6,2,3711,1313,71,408,434,463,91,0.923,"Chicago White Stockings","West Side Park I",NA,105,103,"CHC","CHN","CHN"
1889,"NL","CL4","CLV",NA,6,136,NA,61,72,NA,NA,"N","N",656,4673,1167,131,59,25,429,417,237,NA,38,NA,720,485,3.66,132,6,1,3575,1182,36,519,435,365,108,0.936,"Cleveland Spiders","National League Park",NA,104,105,"CLV","CL4","CL4"
1889,"AA","CL6","CLS",NA,6,139,NA,60,78,NA,NA,"N","N",779,4816,1247,171,95,36,507,609,304,NA,42,NA,924,585,4.39,114,9,4,3597,1274,33,551,610,497,92,0.915,"Columbus Solons","Recreation Park II",NA,95,94,"COL","CL6","CL6"
1889,"AA","CN2","CIN",NA,4,141,NA,76,63,NA,NA,"N","N",897,4844,1307,197,96,52,452,511,462,NA,60,NA,769,484,3.5,114,3,8,3729,1270,35,475,562,440,121,0.926,"Cincinnati Red Stockings","League Park I in Cincinnati",NA,105,103,"CIN","CN2","CN2"
1889,"NL","IN3","IND",NA,7,135,NA,59,75,NA,NA,"N","N",819,4879,1356,228,35,62,377,447,252,NA,44,NA,894,633,4.85,109,3,2,3523,1365,73,420,408,420,102,0.926,"Indianapolis Hoosiers","Athletic Park II",NA,102,104,"IND","IN3","IN3"
1889,"AA","KC2","KCC",NA,7,139,NA,55,82,NA,NA,"N","N",852,4947,1256,162,76,18,430,626,472,NA,66,NA,1031,583,4.36,128,0,2,3613,1373,51,457,447,611,109,0.899,"Kansas City Cowboys","Exposition Park",NA,105,108,"KCC","KC2","KC2"
1889,"AA","LS2","LOU",NA,8,140,NA,27,111,NA,NA,"N","N",632,4955,1249,170,75,22,320,521,203,NA,41,NA,1091,656,4.81,127,2,1,3679,1529,43,475,451,584,117,0.906,"Louisville Colonels","Eclipse Park I",NA,98,100,"LOU","LS2","LS2"
1889,"NL","NY1","SFG",NA,1,131,NA,83,43,NA,NA,"Y","Y",935,4671,1319,208,77,52,538,386,292,NA,27,NA,708,444,3.47,119,6,3,3450,1067,38,524,558,437,90,0.919,"New York Giants","Polo Grounds II",NA,104,101,"NYG","NY1","NY1"
1889,"AA","PH4","PHA",NA,3,138,NA,75,58,NA,NA,"N","N",880,4868,1339,239,65,43,534,496,252,NA,62,NA,787,470,3.53,130,9,1,3598,1199,35,509,479,465,120,0.92,"Philadelphia Athletics","Jefferson Street Grounds",NA,98,99,"PHA","PH4","PH4"
1889,"NL","PHI","PHI",NA,4,130,NA,63,64,NA,NA,"N","N",742,4695,1248,215,52,44,393,353,269,NA,35,NA,748,513,4,106,4,2,3460,1288,33,428,443,466,92,0.915,"Philadelphia Quakers","Philadelphia Baseball Grounds",NA,109,108,"PHI","PHI","PHI"
1889,"NL","PIT","PIT",NA,5,134,NA,61,71,NA,NA,"N","N",726,4748,1202,209,65,42,420,467,231,NA,44,NA,801,566,4.51,125,5,1,3392,1296,42,374,345,385,94,0.931,"Pittsburg Alleghenys","Recreation Park",NA,91,93,"PIT","PIT","PIT"
1889,"AA","SL4","STL",NA,2,140,NA,90,45,NA,NA,"N","N",957,4939,1312,211,64,58,493,477,336,NA,55,NA,680,413,3,121,7,4,3713,1166,39,413,617,438,100,0.925,"St. Louis Browns","Sportsman's Park I",NA,113,110,"STL","SL4","SL4"
1889,"NL","WS8","WNL",NA,8,127,NA,41,83,NA,NA,"N","N",632,4395,1105,151,57,25,466,456,232,NA,43,NA,892,573,4.68,113,1,0,3309,1261,37,527,388,519,91,0.904,"Washington Nationals","Swampdoodle Grounds",NA,94,98,"WHS","WS8","WS8"
1890,"PL","BFP","BFB",NA,8,134,NA,36,96,NA,NA,"N",NA,793,4795,1249,180,64,20,541,367,160,NA,96,NA,1199,775,6.11,125,2,0,3423,1499,67,673,351,491,116,0.914,"Buffalo Bisons",NA,NA,92,97,"BUF","BFP","BFP"
1890,"AA","BL3","BLO",NA,6,38,NA,15,19,NA,NA,"N","N",182,1213,278,34,16,2,125,152,101,NA,28,NA,192,140,4,36,1,0,946,307,3,123,134,109,21,0.928,"Baltimore Orioles","Oriole Park",NA,109,110,"BAL","BL3","BL3"
1890,"AA","BR4","BRG",NA,9,100,NA,26,72,NA,NA,"N","N",492,3475,769,116,47,13,328,456,182,NA,31,NA,733,460,4.71,96,0,0,2637,1011,21,421,230,404,92,0.909,"Brooklyn Gladiators","Ridgewood Park",NA,97,101,"BRG","BR4","BR4"
1890,"NL","BRO","LAD",NA,1,129,NA,86,43,NA,NA,"Y","N",884,4419,1166,184,75,43,517,361,349,NA,41,NA,620,389,3.06,115,6,2,3435,1102,27,401,403,320,92,0.94,"Brooklyn Bridegrooms","Washington Park II",121412,101,97,"BRO","BRO","BRO"
1890,"PL","BRP","BWW",NA,2,133,NA,76,56,NA,NA,"N",NA,964,4887,1352,186,93,34,502,369,272,NA,42,NA,893,519,3.95,111,4,7,3552,1334,26,570,377,531,114,0.909,"Brooklyn Ward's Wonders",NA,NA,106,105,"BWW","BRP","BRP"
1890,"NL","BSN","ATL",NA,5,134,NA,76,57,NA,NA,"N","N",763,4722,1220,175,62,31,530,515,285,NA,69,NA,593,387,2.93,132,13,1,3561,1132,27,354,506,359,77,0.935,"Boston Beaneaters","South End Grounds II",147539,108,105,"BSN","BSN","BSN"
1890,"PL","BSP","BRS",NA,1,133,NA,81,48,NA,NA,"Y",NA,1031,4754,1352,236,79,58,661,449,426,NA,43,NA,781,483,3.73,108,6,4,3493,1311,49,480,351,466,110,0.919,"Boston Reds",NA,NA,103,99,"BOS","BSP","BSP"
1890,"NL","CHN","CHC",NA,2,139,NA,83,53,NA,NA,"N","N",847,4891,1271,147,60,67,516,514,329,NA,46,NA,692,446,3.24,126,6,3,3712,1103,41,481,504,344,89,0.94,"Chicago Colts","West Side Park I",102536,104,102,"CHC","CHN","CHN"
1890,"PL","CHP","CHP",NA,4,138,NA,75,62,NA,NA,"N",NA,886,4968,1311,200,95,31,492,410,276,NA,43,NA,770,459,3.39,124,5,2,3658,1238,27,503,460,492,107,0.918,"Chicago Pirates",NA,NA,104,103,"CHI","CHP","CHP"
1890,"NL","CIN","CIN",NA,4,134,NA,77,55,NA,NA,"N","N",753,4644,1203,150,120,27,433,377,312,NA,51,NA,633,369,2.79,124,9,1,3572,1097,41,407,488,382,106,0.932,"Cincinnati Reds","League Park I in Cincinnati",131980,101,101,"CIN","CIN","CIN"
