id,title,release_date,imdb_score
97,Good Boy,Other,5.1
97,The Messengers,Other,5.4
97,Diary of a Mad Black Woman,Other,5.7
97,Begin Again,SummerVacation,7.4
97,The Odd Life of Timothy Green,SummerVacation,6.6
97,One Direction: This Is Us,SummerVacation,4.1
98,Stranger Than Fiction,Christmas,7.6
98,Uptown Girls,SummerVacation,6.1
98,All the Money in the World,Christmas,6.8
98,The Fourth Kind,Christmas,5.9
98,Red Planet,Christmas,5.7
98,Meet Dave,SummerVacation,5
98,We Own the Night,Other,6.8
98,The Three Stooges,Easter,5
98,Overcomer,SummerVacation,6.3
98,Fever Pitch,Easter,6.2
98,The Walk,Other,7.3
98,Remember Me,Easter,7.1
98,The Boy,Other,6
98,Moonlight,Christmas,7.4
98,The 15:17 to Paris,Other,5.2
99,The Longest Ride,Easter,7.1
99,The Big Sick,SummerVacation,7.6
99,Wonder Boys,Other,7.3
99,The Intruder,SummerVacation,5.5
99,The Women,Other,5
99,Capote,Other,7.3
99,The Banger Sisters,Other,5.6
99,A Man Apart,Easter,6.1
99,Crazy Heart,Other,7.2
99,Double Take,Other,5.5
99,Cop Out,Other,5.6
99,The Five-Year Engagement,Easter,6.2
99,The Texas Chainsaw Massacre: The Beginning,Other,5.8
99,Dolphin Tale 2,Other,6.4
99,Sea Monsters: A Prehistoric Adventure,Other,7
99,Early Man,Other,6.1
100,Fantastic Mr. Fox,Christmas,7.8
100,Reindeer Games,Other,5.8
100,Lawless,SummerVacation,7.3
100,This Christmas,Christmas,6.3
100,How High,Christmas,6.3
100,Timeline,Christmas,5.6
100,The Wedding Date,Other,6.2
100,Fences,Christmas,7.2
100,Halloween: Resurrection,SummerVacation,4
100,St. Vincent,Other,7.2
100,Something Borrowed,SummerVacation,5.9
100,Unfriended,Easter,5.5
100,The Crazies,Other,6.5
100,Drillbit Taylor,Easter,5.7
101,Side Effects,Other,7.1
101,Mr. Brooks,SummerVacation,7.3
101,The Last House on the Left,Easter,6.5
101,No Good Deed,Other,5.6
101,Swimfan,Other,5.1
101,An Inconvenient Truth,SummerVacation,7.4
101,One Day,SummerVacation,7
101,All Eyez on Me,SummerVacation,5.8
101,Lost Souls,Other,4.8
101,Teen Titans GO! to the Movies,SummerVacation,6.8
101,Red Dawn,Christmas,5.4
101,The Hurt Locker,SummerVacation,7.6
101,Countdown,Other,5.4
102,Small Time Crooks,SummerVacation,6.7
102,The Spy Next Door,Other,5.4
102,The Nanny Diaries,SummerVacation,6.2
102,Darkness,Christmas,5.5
102,The Black Dahlia,Other,5.6
102,Joe Dirt,Easter,6
102,Red Tails,Other,5.9
102,A Walk Among the Tombstones,Other,6.5
102,Shutter,Easter,5.2
102,The Host,Easter,5.9
102,Downsizing,Christmas,5.7
102,Slender Man,SummerVacation,3.2
102,The Nice Guys,SummerVacation,7.4
103,Down with Love,SummerVacation,6.2
103,3 Days to Kill,Other,6.2
103,Battlefield Earth,SummerVacation,2.5
103,The Prince and Me,Easter,5.9
103,Death at a Funeral,Other,7.4
103,Get Rich or Die Tryin',Christmas,5.3
103,Hearts in Atlantis,Other,6.9
103,"Monsters, Inc.",Christmas,8
103,Friday After Next,Christmas,5.8
103,Notorious,Other,6.7
103,Runner Runner,Other,5.6
103,Breaking In,SummerVacation,5.4
103,The Art of Racing in the Rain,SummerVacation,7.5
104,Extremely Loud & Incredibly Close,Other,6.9
104,Garden State,SummerVacation,7.4
104,Trouble with the Curve,Other,6.8
104,Wild,Christmas,7.1
104,The Fog,Other,3.7
104,The Legend of Hercules,Other,4.2
104,Deck the Halls,Christmas,5
104,Logan Lucky,SummerVacation,7
104,Krampus,Christmas,6.1
104,Dumb and Dumberer: When Harry Met Lloyd,SummerVacation,3.4
104,Alpha and Omega,Other,5.2
104,One Missed Call,Other,4
104,Deadpool 2,SummerVacation,7.7
105,Confessions of a Dangerous Mind,Other,7
105,Death Wish,Easter,6.4
105,Boiler Room,Other,7
105,Magic in the Moonlight,SummerVacation,6.6
105,The Life of David Gale,Other,7.6
105,Brothers,Christmas,7.1
105,The Perfect Guy,Other,5.6
105,Angel Eyes,SummerVacation,5.6
105,End of Watch,Other,7.6
105,Deuce Bigalow: European Gigolo,SummerVacation,4.7
105,The Switch,SummerVacation,6.1
105,The Wrestler,Other,7.9
105,The Nativity Story,Christmas,6.8
105,Jersey Girl,Easter,6.2
105,The Tree of Life,SummerVacation,6.8
105,Boo 2! A Madea Halloween,Other,3.7
105,Brightburn,SummerVacation,6.2
106,Into the Blue,Other,5.8
106,Zoolander 2,Other,4.7
106,Head of State,Easter,5.5
106,Man on a Ledge,Other,6.6
106,The Pledge,Other,6.8
106,Adaptation.,Other,7.7
106,A Haunted House,Other,5
106,About Last Night,Other,6.1
106,Madea's Big Happy Family,Easter,4.7
106,Balls of Fury,SummerVacation,5.3
106,Phantom Thread,Other,7.5
106,The Informant!,Other,6.4
106,Lakeview Terrace,Other,6.1
106,We Are Marshall,Christmas,7.1
106,She's Out of My League,Easter,6.4
107,Stuber,SummerVacation,6.1
107,Last Holiday,Other,6.4
107,Dark Water,SummerVacation,5.6
107,Beautiful Creatures,Other,6.1
107,The Life Aquatic with Steve Zissou,Christmas,7.3
107,Hart's War,Other,6.3
107,The Uninvited,Other,6.3
107,Barbershop: The Next Cut,Easter,5.9
107,Love & Basketball,Easter,7.2
107,Death at a Funeral,Easter,5.7
107,Breach,Other,7
107,Baby Boy,SummerVacation,6.4
107,The Sisterhood of the Traveling Pants 2,SummerVacation,6.2
107,The Missing,Christmas,6.5
107,Rough Night,SummerVacation,5.2
107,Whiplash,Other,8.5
108,Winnie the Pooh,SummerVacation,7.2
108,Flight of the Phoenix,Christmas,6.1
108,Blood Work,SummerVacation,6.4
108,How Do You Know,Christmas,5.4
108,The Gift,SummerVacation,7
108,Bulletproof Monk,Easter,5.5
108,A Lot Like Love,Easter,6.6
108,Glory Road,Other,7.2
108,The Guilt Trip,Christmas,5.7
108,War,SummerVacation,6.2
108,Snitch,Other,6.4
109,The Tailor of Panama,Easter,6.1
109,Conan the Barbarian,SummerVacation,5.2
109,The Invasion,SummerVacation,5.9
109,Dallas Buyers Club,Christmas,8
109,Malibu's Most Wanted,Easter,5.1
109,No Escape,SummerVacation,6.8
109,The New Guy,SummerVacation,5.9
109,Chef,SummerVacation,7.3
109,Uncle Drew,SummerVacation,5.7
109,Center Stage,SummerVacation,6.7
109,Crank,Other,6.9
110,Soul Surfer,Easter,7
110,"Welcome Home, Roscoe Jenkins",Other,5.5
110,A Good Year,Christmas,7
110,Safe,Easter,6.5
110,The Finest Hours,Other,6.7
110,The Brothers,Easter,6.4
110,Gamer,Other,5.8
110,The Sisterhood of the Traveling Pants,SummerVacation,6.5
110,Charlie St. Cloud,SummerVacation,6.4
110,Tyler Perry's Acrimony,Easter,5.8
110,Sinister 2,SummerVacation,5.3
111,Harold & Kumar Escape from Guantanamo Bay,Easter,6.6
111,Scott Pilgrim vs. the World,SummerVacation,7.5
111,All About Steve,Other,4.8
111,The Ringer,Christmas,5.8
111,Boys and Girls,SummerVacation,5.4
111,Gridiron Gang,Other,6.9
111,The Fighting Temptations,Other,5.5
111,Killing Them Softly,Christmas,6.2
111,Johnson Family Vacation,Easter,4.5
111,The Last Castle,Other,7
111,21 Bridges,Christmas,6.6
111,Solaris,Christmas,6.2
111,Happily N'Ever After,Other,4.5
111,A Madea Christmas,Christmas,4.8
111,Flatliners,Other,5.2
111,Earth to Echo,SummerVacation,5.8
112,Boyhood,SummerVacation,7.9
112,Mother!,Other,6.6
112,Down to You,Other,5
112,Cabin Fever,Other,5.7
112,Arthur,Easter,5.7
112,Temptation: Confessions of a Marriage Counselor,Easter,5
112,Saving Silverman,Other,5.9
112,Man of the Year,Other,6.2
112,The Boy Next Door,Other,4.7
112,The Girl Next Door,Easter,6.7
112,Magnificent Desolation: Walking on the Moon 3D,Other,6.9
112,The Hills Have Eyes 2,Easter,5.1
112,Chernobyl Diaries,SummerVacation,5
113,Machete,Other,6.6
113,City by the Sea,Other,6.1
113,Halloween II,SummerVacation,4.9
113,The Next Best Thing,Easter,4.6
113,Thank You for Smoking,Easter,7.6
113,Corky Romano,Other,4.7
113,No Manches Frida 2,Easter,3.9
113,Serenity,Other,7.8
113,Oculus,Easter,6.5
113,The Debt,SummerVacation,6.8
113,Delivery Man,Christmas,6.4
113,Bangkok Dangerous,Other,5.4
113,The Night Before,Christmas,6.4
114,Cirque du Freak: The Vampire's Assistant,Other,5.9
114,Dr. T & the Women,Other,4.6
114,Beastly,Easter,5.6
114,Dreamer: Inspired by a True Story,Other,6.8
114,Hot Pursuit,SummerVacation,5.1
114,Far from Heaven,Other,7.3
114,Good Deeds,Other,5.5
114,Zack and Miri Make a Porno,Other,6.5
114,The Good Liar,Christmas,6.5
114,Sicko,SummerVacation,7.9
114,The Possession of Hannah Grace,Christmas,5.2
115,Born to Be Wild,Easter,7.6
115,The Producers,Christmas,6.3
115,The Contender,Other,6.9
115,Missing Link,Easter,6.7
115,Joe Somebody,Christmas,5.5
115,Hostel: Part II,SummerVacation,5.5
115,The Wicker Man,Other,3.7
115,Brown Sugar,Other,6.5
115,"As Above, So Below",SummerVacation,6.2
115,Agent Cody Banks 2: Destination London,Easter,4.5
115,Meet the Browns,Easter,4.3
115,Arbitrage,Other,6.6
116,Mother's Day,Easter,5.7
116,This Is Where I Leave You,Other,6.6
116,Casanova,Other,6.5
116,When in Rome,Other,5.6
116,Vacancy,Easter,6.2
116,Michael Jordan to the Max,SummerVacation,7.5
116,Gifted,Easter,7.6
116,Fright Night,SummerVacation,6.3
116,Overlord,Christmas,6.6
117,Brooklyn's Finest,Easter,6.7
117,Life as a House,Christmas,7.5
117,Cold Creek Manor,Other,5
117,Best in Show,Other,7.4
117,Beauty Shop,Easter,5.5
117,The Darjeeling Limited,Other,7.2
117,The Last Stand,Other,6.3
117,Accepted,SummerVacation,6.4
117,Alex Cross,Other,5.1
117,30 Minutes or Less,SummerVacation,6.1
117,Never Back Down,Easter,6.6
117,That Awkward Moment,Other,6.1
118,Dirty Dancing: Havana Nights,Other,6
118,Gone Baby Gone,Other,7.6
118,Sin City: A Dame to Kill For,SummerVacation,6.5
118,The Glass House,Other,5.8
118,My Best Friend's Girl,Other,5.9
118,Wrong Turn,SummerVacation,6.1
118,The Darkest Minds,SummerVacation,5.7
118,Employee of the Month,Other,5.5
118,Entourage,SummerVacation,6.6
118,The Roommate,Other,4.8
118,Booksmart,SummerVacation,7.2
118,21 & Over,Easter,5.8
119,Ella Enchanted,Easter,6.2
119,Holmes & Watson,Christmas,3.8
119,Mr. Woodcock,Other,5.1
119,The Gambler,Christmas,6
119,Tomcats,Easter,5.4
119,Get Carter,Other,5.2
119,Love Happens,Other,5.6
119,Her,Other,8
119,Going the Distance,Other,6.3
119,Just My Luck,SummerVacation,5.4
119,Shark Night 3D,Other,4
119,Quarantine,Other,6
120,For Colored Girls,Christmas,6.1
120,Kingdom Come,Easter,5.6
120,Bad News Bears,SummerVacation,5.8
120,The In-Laws,SummerVacation,5.7
120,Whatever Works,SummerVacation,7.1
120,The Alamo,Easter,6
120,All About the Benjamins,Easter,5.9
120,Black and Blue,Other,5.7
120,Loser,SummerVacation,5.3
120,Leatherheads,Easter,6
120,Cirque du Soleil: Worlds Away,Christmas,6.8
120,The Covenant,Other,5.3
121,The Whole Ten Yards,Easter,5.5
121,Because of Winn-Dixie,Other,6.3
121,All the Pretty Horses,Christmas,5.8
121,Crank: High Voltage,Easter,6.2
121,Awake,Christmas,6.5
121,Rollerball,Other,3.1
121,Two Can Play That Game,Other,6.1
121,Risen,Other,6.3
121,50/50,Other,7.6
121,Fist Fight,Other,5.6
121,Furry Vengeance,Easter,3.8
121,Texas Chainsaw 3D,Other,4.8
121,2016: Obama's America,SummerVacation,5
122,Dickie Roberts: Former Child Star,Other,5.5
122,Nightcrawler,Other,7.9
122,The Big Wedding,Easter,5.6
122,Late Night,SummerVacation,6.5
122,Mars Needs Moms,Easter,5.4
122,The Cave,SummerVacation,5.1
122,Jonah: A VeggieTales Movie,Other,6.5
122,Faster,Christmas,6.4
122,88 Minutes,Easter,5.9
122,The Perks of Being a Wallflower,Other,8
123,Million Dollar Arm,SummerVacation,7
123,The Box,Christmas,5.5
123,The Secret Life of Bees,Other,7.3
123,Parker,Other,6.2
123,Caf<U+00C3><U+00A9> Society,SummerVacation,6.6
123,Rent,Christmas,6.9
123,Shaft,SummerVacation,6.4
123,The Kids Are All Right,SummerVacation,7
123,Diary of a Wimpy Kid: The Long Haul,SummerVacation,4.3
123,CyberWorld,Other,6.4
123,On the Basis of Sex,Other,6.9
123,Dream House,Other,6
124,Jumping the Broom,SummerVacation,5.7
124,Punch-Drunk Love,Christmas,7.3
124,You Will Meet a Tall Dark Stranger,Other,6.3
124,The New World,Other,6.7
124,Amazing Grace,Other,7.4
124,Harold & Kumar Go to White Castle,SummerVacation,7.1
124,Fighting,Easter,5.6
124,The Spirit,Christmas,4.8
124,Biker Boyz,Other,4.6
124,Digimon: The Movie,Other,6.1
124,Katy Perry: Part of Me,SummerVacation,5.8
124,"McFarland, USA",Other,7.4
125,Grudge Match,Christmas,6.4
125,Movie 43,Other,4.3
125,Almost Christmas,Christmas,6.1
125,Confidence,Easter,6.7
125,Leap Year,Other,6.5
125,Unplanned,Easter,5.8
125,First Sunday,Other,4.5
125,The Invention of Lying,Other,6.3
125,Don't Be Afraid of the Dark,SummerVacation,5.6
126,Homefront,Christmas,6.5
126,You Again,Other,5.8
126,Home Again,Other,5.8
126,25th Hour,Other,7.6
126,Crazy/Beautiful,SummerVacation,6.5
126,The Peanut Butter Falcon,SummerVacation,7.7
126,Devil's Due,Other,4.1
126,Ultraviolet,Easter,4.4
126,Daddy's Little Girls,Other,5.7
126,One for the Money,Other,5.3
126,NASCAR: The IMAX Experience,Easter,6.9
126,Max,SummerVacation,6.7
127,Drowning Mona,Easter,5.7
127,Little Black Book,SummerVacation,5.3
127,Two for the Money,Other,6.3
127,The Seeker: The Dark Is Rising,Other,4.8
127,The Family That Preys,Other,5.7
127,Jennifer's Body,Other,5.2
127,Pulse,SummerVacation,4.8
127,The Losers,Easter,6.3
127,Get Over It,Easter,5.7
127,Still Alice,Other,7.5
127,Eight Crazy Nights,Christmas,5.4
127,Jobs,SummerVacation,5.9
127,Joyful Noise,Other,5.7
127,The Farewell,SummerVacation,7.8
128,A Very Harold & Kumar 3D Christmas,Christmas,6.3
128,Love in the Time of Cholera,Christmas,6.4
128,Ghosts of the Abyss,Easter,6.8
128,Antwone Fisher,Other,7.3
128,The Hate U Give,Other,7.4
128,The Place Beyond the Pines,Easter,7.3
128,Mr 3000,Other,5.5
128,Summer Catch,SummerVacation,5
128,Premium Rush,SummerVacation,6.5
128,Disaster Movie,SummerVacation,1.9
128,The Duff,Other,6.5
128,Dance Flick,SummerVacation,3.5
128,Hostiles,Other,7.2
129,Wicker Park,Other,7
129,Playing for Keeps,Christmas,5.7
129,Broken City,Other,6.2
129,Ramona and Beezus,SummerVacation,6.5
129,The Upside of Anger,Easter,6.8
129,Courageous,Other,7
129,Shackleton's Antarctic Adventure,Other,7.7
129,Super Troopers,Other,7.1
129,Nobody's Fool,Christmas,4.7
129,Pathfinder,Easter,5.4
129,Love Don't Cost a Thing,Christmas,5.2
129,A Serious Man,Christmas,7
129,The Best of Me,Other,6.7
130,Hell or High Water,SummerVacation,7.6
130,Inside Llewyn Davis,Other,7.5
130,Supernova,Other,4.9
130,The Stepfather,Other,5.6
130,White Oleander,Other,7.1
130,Tristan & Isolde,Other,6.8
130,The Hurricane Heist,Easter,5.1
130,Kidnap,SummerVacation,5.9
130,Rock Star,Other,6.3
130,The Merchant of Venice,Other,7
130,Nancy Drew,SummerVacation,5.9
130,Nick and Norah's Infinite Playlist,Other,6.6
130,The Raven,Easter,6.4
130,The Gallows,SummerVacation,4.2
131,Love the Coopers,Christmas,5.8
131,O,SummerVacation,6.1
131,The Sitter,Christmas,5.7
131,Ice Princess,Easter,6
131,The Great Debaters,Christmas,7.6
131,Endless Love,Other,6.3
131,Bad Times at the El Royale,Other,7.1
131,New York Minute,SummerVacation,4.9
131,The House,SummerVacation,5.6
131,Fireproof,Other,6.5
131,Mud,SummerVacation,7.4
132,View from the Top,Easter,5.2
132,Stay Alive,Easter,5.1
132,In the Valley of Elah,Other,7.1
132,I Dreamed of Africa,SummerVacation,5.6
132,New in Town,Other,5.6
132,Goal! The Dream Begins,SummerVacation,6.7
132,The Forest,Other,4.8
132,Kevin Hart: Let Me Explain,SummerVacation,6.8
133,What Planet Are You From?,Easter,5.6
133,Last Chance Harvey,Other,6.6
133,Clerks II,SummerVacation,7.3
133,Win a Date with Tad Hamilton!,Other,5.6
133,Ricki and the Flash,SummerVacation,5.9
133,Super Troopers 2,Easter,6.1
133,The Curse of the Jade Scorpion,SummerVacation,6.7
133,Shorts,SummerVacation,4.7
133,The November Man,SummerVacation,6.3
133,Spring Breakers,Easter,5.3
133,Across the Universe,Other,7.3
134,The Last Mimzy,Easter,6.2
134,Sleepless,Other,5.6
134,Ballistic: Ecks vs. Sever,Other,3.7
134,3000 Miles to Graceland,Other,6
134,Pride and Glory,Other,6.6
134,The Ladies Man,Other,5.2
134,EuroTrip,Other,6.6
134,The Master,Other,7.2
134,Case 39,Other,6.2
134,Lottery Ticket,SummerVacation,5
134,Doogal,Other,2.8
134,African Cats,Easter,7.6
135,Igor,Other,6
135,Max Keeble's Big Move,Other,5.4
135,A Mighty Wind,SummerVacation,7.2
135,Rendition,Other,6.8
135,S1m0ne,SummerVacation,6.1
135,The Road,Christmas,7.2
135,Fair Game,Christmas,6.8
135,Super Size Me,SummerVacation,7.2
136,Winter's Tale,Other,6.2
136,Antitrust,Other,6.1
136,A Prairie Home Companion,SummerVacation,6.7
136,The Crew,SummerVacation,5.6
136,I Don't Know How She Does It,Other,4.9
136,The Invisible,Easter,6.2
136,Norm of the North,Other,3.4
136,My Boss's Daughter,SummerVacation,4.7
136,Criminal,Easter,6.3
136,Free Solo,Other,8.2
137,Don Jon,Other,6.5
137,Sorority Row,Other,5.1
137,The Way of the Gun,Other,6.7
137,North Country,Other,7.3
137,Tuck Everlasting,Other,6.6
137,When the Game Stands Tall,SummerVacation,6.7
137,Deliver Us from Eva,Other,6
137,Melinda and Melinda,Easter,6.4
137,What's Your Number?,Other,6.1
137,The Disaster Artist,Christmas,7.4
137,When the Bough Breaks,Other,5.1
137,Big Miracle,Other,6.5
138,Observe and Report,Easter,5.8
138,Drive Angry,Other,5.4
138,Sparkle,SummerVacation,5.7
138,A Guy Thing,Other,5.6
138,Draft Day,Easter,6.8
138,The Kitchen,SummerVacation,5.2
138,School for Scoundrels,Other,5.9
138,Half Past Dead,Christmas,4.6
138,Sugar & Spice,Other,5.7
138,W.,Other,6.3
138,Nocturnal Animals,Christmas,7.5
138,The Lazarus Effect,Other,5.2
138,Just Wright,SummerVacation,5.9
138,Bratz,SummerVacation,3
139,A Walk in the Woods,Other,6.3
139,Shoot 'Em Up,Other,6.7
139,Big Eyes,Christmas,7
139,Martin Lawrence Live: Runteldat,SummerVacation,5.4
139,Our Family Wedding,Easter,5
139,House of 1000 Corpses,Easter,6.1
139,Nebraska,Other,7.7
140,The Incredible Burt Wonderstone,Easter,5.9
140,Grindhouse,Easter,7.5
140,Gossip,Easter,5.9
140,Hustle & Flow,SummerVacation,7.3
140,House of Sand and Fog,Other,7.5
140,A Single Man,Other,7.6
140,Keeping Up with the Joneses,Other,5.9
140,Vanity Fair,Other,6.2
140,The Happytime Murders,SummerVacation,5.4
140,The Beguiled,SummerVacation,6.3
140,To the Arctic 3D,Easter,6.6
141,Appaloosa,Other,6.7
141,Empire,Christmas,6
141,Ready to Rumble,Easter,5.4
141,Masterminds,Other,5.8
141,Burnt,Other,6.6
141,Hitchcock,Christmas,6.8
141,The Hitcher,Other,5.6
141,The Thing,Other,6.2
141,My Soul to Take,Other,4.8
141,Midnight Sun,Easter,6.6
141,Jonas Brothers: The 3D Concert Experience,Other,1.5
142,Motherless Brooklyn,Christmas,7.1
142,CHIPS,Easter,6
142,Top Five,Christmas,6.4
142,Man of the House,Other,5.4
142,Traitor,SummerVacation,7
142,Aquamarine,Easter,5.3
142,The Country Bears,SummerVacation,4.1
142,Imagine That,SummerVacation,5.6
143,Armored,Christmas,5.7
143,Before the Devil Knows You're Dead,Other,7.3
143,Wanderlust,Other,5.6
143,Our Idiot Brother,SummerVacation,6.4
143,My Baby's Daddy,Other,4.6
143,You Can Count on Me,Christmas,7.5
143,You're Next,SummerVacation,6.5
143,The Bye Bye Man,Other,4.3
144,Ghost Town,Other,6.7
144,Catch That Kid,Other,5.2
144,Frailty,Easter,7.2
144,Alex & Emma,SummerVacation,5.6
144,Brother,Other,7.2
144,Georgia Rule,SummerVacation,5.8
144,Dark Skies,Other,6.3
144,A Perfect Getaway,SummerVacation,6.5
144,Apollo 18,Other,5.2
144,Country Strong,Other,6.3
144,The Perfect Man,SummerVacation,5.5
144,White Boy Rick,Other,6.4
144,Beasts of the Southern Wild,SummerVacation,7.3
144,A Cure for Wellness,Other,6.4
145,Secret in Their Eyes,Christmas,6.3
145,Kinsey,Other,7
145,Enough Said,Other,7
145,Apollo 11,Easter,8.2
145,The Way Back,Other,7.3
145,Your Highness,Easter,5.5
145,The Devil's Rejects,SummerVacation,6.8
145,A Thousand Words,Easter,5.9
145,And So It Goes,SummerVacation,5.8
146,The Rum Diary,Other,6.2
146,Paparazzi,Other,5.8
146,Here on Earth,Easter,5.2
146,The Marine,Other,4.7
146,A Haunted House 2,Easter,4.7
146,Out Cold,Christmas,6.3
146,The Weather Man,Other,6.5
146,Kung Pow: Enter the Fist,Other,6.2
147,Only The Brave,Other,7.7
147,Life or Something Like It,Easter,5.8
147,Mad Money,Other,5.8
147,Youth in Revolt,Other,6.4
147,What the #$*! Do We (K)now!?,Other,5.3
147,Waiting...,Other,6.8
147,Pollock,Easter,7
147,Unaccompanied Minors,Christmas,5.3
147,A Beautiful Planet,Easter,7.4
148,Flicka,Other,6.1
148,The Man with the Iron Fists,Christmas,5.4
148,Before Sunset,SummerVacation,8
148,Warrior,Other,8.2
148,The Good Girl,SummerVacation,6.4
148,Cassandra's Dream,Other,6.7
149,Black Christmas,Christmas,4.6
149,Father Figures,Christmas,5.5
149,Raise Your Voice,Other,5.9
149,Reign Over Me,Easter,7.4
149,The Company You Keep,Easter,6.4
149,Freddy Got Fingered,Easter,4.6
149,How to Deal,SummerVacation,5.6
149,My Life in Ruins,SummerVacation,5.9
149,"Paul, Apostle of Christ",Easter,6.6
149,Young Adult,Christmas,6.3
149,Project Almanac,Other,6.4
150,Amelia,Other,5.8
150,Soul Plane,SummerVacation,4.5
150,Osmosis Jones,SummerVacation,6.3
150,The Way Way Back,SummerVacation,7.4
150,Waist Deep,SummerVacation,5.9
150,Dead Silence,Easter,6.2
150,They,Christmas,4.8
150,Woman on Top,Other,5.3
150,The Current War: Director's Cut,Other,6.4
151,Ghosts of Mars,SummerVacation,4.9
151,Gone,Other,5.9
151,Whatever It Takes,Easter,5.5
151,Waitress,SummerVacation,7
151,Welcome to Mooseport,Other,5.2
151,The Powerpuff Girls Movie,SummerVacation,6.5
151,Baggage Claim,Other,5.1
151,Free State of Jones,SummerVacation,6.9
151,Labor Day,Other,6.9
151,Won't You Be My Neighbor?,SummerVacation,8.4
151,The Best of Enemies,Easter,7
151,ATL,Easter,6.1
152,Anything Else,Other,6.4
152,Bobby,Christmas,7
152,The Cold Light of Day,Other,4.9
152,Surviving Christmas,Other,5.4
152,American Outlaws,SummerVacation,6
152,The Ruins,Easter,5.8
152,Whiskey Tango Foxtrot,Easter,6.6
152,Reno 911!: Miami,Other,5.9
152,3 Strikes,Easter,4.7
152,Fired Up!,Other,6.1
152,Left Behind,Other,3.1
153,Envy,Easter,4.8
153,Roll Bounce,Other,6.1
153,The Emperor's Club,Christmas,6.9
153,Beerfest,SummerVacation,6.3
153,Foxcatcher,Other,7
153,One Night at McCool's,Easter,6.1
153,U2 3D,Other,8.3
153,"Where'd You Go, Bernadette",SummerVacation,6.5
153,Wish Upon,SummerVacation,5
154,Legends of Oz: Dorothy's Return,SummerVacation,5.1
154,The Goldfinch,Other,6.3
154,Bullet to the Head,Other,5.7
154,Margin Call,Other,7.1
154,Rebound,SummerVacation,5.2
154,Self/less,SummerVacation,6.5
154,Head Over Heels,Other,5.4
154,God's Not Dead 2,Easter,4.3
154,Detroit,SummerVacation,7.3
155,The Divorce,SummerVacation,4.9
155,The Drop,Other,7.1
155,Hit and Run,SummerVacation,6.1
155,Before Night Falls,Other,7.2
155,Glee: The 3D Concert Movie,SummerVacation,5.4
155,Akeelah and the Bee,Easter,7.3
155,Jackie,Christmas,6.7
155,Proud Mary,Other,4.9
156,Gods and Generals,Other,6.4
156,The Founder,Other,7.2
156,See No Evil,SummerVacation,5.1
156,The Prodigy,Other,5.9
157,Extraordinary Measures,Other,6.4
157,Whiteout,Other,5.5
157,Love & Mercy,SummerVacation,7.4
157,Bad Santa 2,Christmas,5.6
157,Hey Arnold! The Movie,SummerVacation,6
157,Over Her Dead Body,Other,5.2
157,The Words,Other,7
158,Requiem for a Dream,Christmas,8.3
158,Irrational Man,SummerVacation,6.6
158,Friends with Money,Easter,5.8
158,Breakin' All the Rules,SummerVacation,5.7
158,Chasing Papi,Easter,4.8
158,Capitalism: A Love Story,Other,7.4
158,Say It Isn't So,Easter,5
158,Walk Hard: The Dewey Cox Story,Christmas,6.8
158,Boat Trip,Easter,4.9
158,The Glass Castle,SummerVacation,7.1
158,Kiss Kiss Bang Bang,Christmas,7.5
158,Silent House,Easter,5.2
158,Captive State,Easter,6
159,Undisputed,SummerVacation,6.2
159,Silence,Other,7.2
159,The Namesake,Easter,7.5
159,The Gospel,Other,4.9
159,12 Rounds,Easter,5.6
159,Friends with Kids,Easter,6.1
159,Addicted,Other,5.2
159,SuperFly,SummerVacation,5.1
160,Evening,SummerVacation,6.5
160,People Like Us,SummerVacation,7.1
160,Possession,SummerVacation,6.3
160,Kevin Hart: What Now?,Other,5.9
160,Sabotage,Easter,5.7
160,If Beale Street Could Talk,Christmas,7.2
160,Adventureland,Easter,6.8
160,Cry Wolf,Other,5.8
160,Screwed,SummerVacation,5.8
161,Town & Country,Easter,4.4
161,Dark Waters,Christmas,7.6
161,The Greatest Game Ever Played,Other,7.4
161,Chasing Liberty,Other,6.1
161,Dark Blue,Other,6.6
161,No manches Frida,Other,5.6
161,Hollywood Ending,SummerVacation,6.6
161,Somewhere,Other,6.3
161,The Bling Ring,SummerVacation,5.6
161,Aloha,SummerVacation,5.4
161,Sex Drive,Other,6.5
162,Tolkien,SummerVacation,6.8
162,Transamerica,Easter,7.4
162,Stealing Harvard,Other,5.1
162,Winter's Bone,SummerVacation,7.2
162,It Comes At Night,SummerVacation,6.2
162,The Pyramid,Christmas,4.6
162,Whip It,Other,6.9
162,Admission,Easter,5.7
162,Middle School: The Worst Years of My Life,Other,6.1
163,Sunshine Cleaning,Easter,6.8
163,The Wash,Christmas,4.8
163,Bachelorette,Other,5.3
163,Proof,Other,6.7
163,Duets,Other,6.1
163,The Cookout,Other,3.7
163,Dead Man Down,Easter,6.5
163,The Lost City of Z,Easter,6.6
163,Judy Moody and the Not Bummer Summer,SummerVacation,4.2
164,Juwanna Mann,SummerVacation,4.6
164,The Man,Other,5.6
164,Everybody's Fine,Christmas,7.1
164,The Single Moms Club,Easter,5.3
164,A Mighty Heart,SummerVacation,6.6
164,Fruitvale Station,SummerVacation,7.5
164,Annapolis,Other,5.9
164,The Conspirator,Easter,6.9
164,Triple 9,Other,6.3
165,The Cooler,Other,7
165,Trapped,Other,6.2
165,The Deep End,SummerVacation,6.5
165,Battle of the Year,Other,5
