id,title,release_date,imdb_score
273,V/H/S,Other,5.8
273,The Stoning of Soraya M.,Other,8
273,Girl Rising,Other,7.1
274,First Reformed,SummerVacation,7.1
274,The Grey Zone,Christmas,7
274,Strangers with Candy,SummerVacation,6
274,Waking the Dead,Easter,6.5
274,Nothing Left to Fear,Other,4.4
274,Saints and Soldiers,Easter,6.7
274,Crooked Arrows,SummerVacation,5.9
275,Assassination Tango,Other,5.8
275,Demolition,Easter,7
275,The Fluffer,Other,5.6
275,Brad's Status,Other,6.5
275,Short Term 12,SummerVacation,8
275,Resurrecting the Champ,SummerVacation,6.7
275,The Wildest Dream,SummerVacation,7.3
276,Princess Kaiulani,SummerVacation,6.2
276,Saving Face,SummerVacation,7.4
276,Neil Young: Heart of Gold,SummerVacation,7.7
276,The Girlfriend Experience,SummerVacation,5.5
276,First Position,SummerVacation,7.6
277,Diana Vreeland: The Eye Has to Travel,Other,7.5
277,The Singles Ward,Other,6.4
277,Illegal Tender,SummerVacation,5.4
277,Spare Parts,SummerVacation,7.3
278,Gosnell: The Trial of America's Biggest Serial Killer,Other,6.7
278,Henry Poole Is Here,SummerVacation,6.4
278,5 Flights Up,SummerVacation,6.2
278,Right at Your Door,Other,6.1
278,Lovelace,SummerVacation,6.2
278,Tyson,SummerVacation,7.5
279,The Salton Sea,SummerVacation,7.1
279,Fanboys,Other,6.6
279,A Guide to Recognizing Your Saints,Other,7
279,A Good Old Fashioned Orgy,Other,6.1
279,The Best Two Years,Other,7.5
279,Indigo,Other,4.9
280,Detachment,Other,7.7
280,The Shape of Things,SummerVacation,6.7
280,"Bless Me, Ultima",Other,6.3
280,Big Eden,Easter,7.3
280,The Wedding Weekend,Christmas,5.6
280,Indivisible,Other,5.6
280,Indignation,SummerVacation,6.7
280,Phoenix Forgotten,Easter,5.2
280,More Than a Game,Easter,7.6
280,Ladrones,Other,5.1
281,Party Monster,Other,6.3
281,Rock the Kasbah,Other,5.5
281,Awake: The Life of Yogananda,Other,7.3
281,Little Manhattan,Other,7.5
281,The Church,SummerVacation,2.8
281,Rules Don't Apply,Christmas,5.7
282,A Little Bit of Heaven,SummerVacation,6.3
282,The Lords of Salem,Easter,5.1
282,What If...,Easter,6.4
282,Tusk,Other,5.3
282,Paper Clips,SummerVacation,7.3
282,Til Death Do Us Part,Other,4.5
282,Margot at the Wedding,Christmas,6
282,Mistress America,Other,6.7
283,The Invisible Circus,Other,5.6
283,Rise: Blood Hunter,SummerVacation,4.9
283,The Ballad of Ramblin' Jack,Other,7.7
283,Green Room,SummerVacation,7
283,Goodbye Solo,SummerVacation,7.3
283,Patterns of Evidence: Moses Controversy,Easter,8.1
284,Tape,SummerVacation,7.3
284,A Thousand Years of Good Prayers,Easter,6.7
284,The Kings of Summer,SummerVacation,7.1
284,The Tillman Story,Other,7.8
284,The Rider,Easter,7.4
285,Personal Velocity,Christmas,6.5
285,The Great Buck Howard,Easter,6.4
285,Levity,SummerVacation,6.4
285,Good Time,SummerVacation,7.3
285,Life During Wartime,Easter,6.4
285,The Notorious Bettie Page,SummerVacation,6.5
285,Jimmy P.,Other,6.1
285,David Crosby: Remember My Name,Other,7.1
285,Heist,Christmas,6.1
285,"Men, Women & Children",Other,6.7
286,Meek's Cutoff,Easter,6.5
286,Spun,Other,6.8
286,Middle Men,SummerVacation,6.8
286,Tim's Vermeer,Other,7.8
286,Pandora's Box,Other,4.9
286,Wonderstruck,Other,6.2
286,Sweet Land,SummerVacation,7.2
286,First Descent,Christmas,7.1
287,Who Killed the Electric Car?,SummerVacation,7.7
287,Miles Ahead,Easter,6.4
287,The Hottie & the Nottie,Other,1.9
287,The Ballad of Jack and Rose,Easter,6.6
287,Where's My Roy Cohn?,Christmas,5.8
287,In the Land of Blood and Honey,Other,4.5
287,Sleeping with Other People,SummerVacation,6.5
288,Parkland,Other,6.3
288,"Beats, Rhymes & Life: The Travels of A Tribe Called Quest",Other,7.7
288,Charly,Other,6.6
288,The Least of These: The Graham Staines Story,Easter,6.3
289,Kill the Irishman,SummerVacation,7.1
289,Venom,Other,4.6
289,The Ultimate Life,Other,5.8
289,Raise Hell: The Life & Times of Molly Ivins,Other,7.7
289,The Bay,Christmas,5.6
289,Ingrid Goes West,SummerVacation,6.6
290,Lay the Favorite,SummerVacation,4.8
290,Youth Without Youth,Other,6.3
290,Gonzo: The Life and Work of Dr. Hunter S. Thompson,SummerVacation,7.7
290,The Virginity Hit,Other,4.6
291,The Air I Breathe,Other,6.8
291,The Thing About My Folks,Other,6.5
291,Persecuted,SummerVacation,3.5
291,Latter Days,SummerVacation,7
291,Little Secrets,SummerVacation,6.4
291,The Wonder of It All,Easter,7.1
291,Wildlife,Other,6.9
292,Cold in July,Christmas,6.8
292,Night of the Living Dead 3D,Christmas,3.1
292,Thoroughbreds,Easter,6.7
293,Fed Up,Other,7.7
293,Gold Diggers,Other,3
293,The Heart Specialist,Other,4.5
293,Shanghai Ghetto,Other,7
293,Keep the River on Your Right: A Modern Cannibal Tale,Easter,6.7
293,The Last Word,Easter,6.6
294,The Son of No One,SummerVacation,5.1
294,The Public,SummerVacation,6.5
294,The End of the Tour,Christmas,7.3
294,Jack Goes Boating,Christmas,6.4
295,Jane Got a Gun,Other,5.9
295,Rampart,Other,5.8
295,Motherhood,SummerVacation,4.6
295,All the Real Girls,SummerVacation,6.8
295,Before the Rains,SummerVacation,6.5
295,C.S.A.: The Confederate States of America,SummerVacation,6.4
295,Mean Creek,Other,7.2
295,Holy Rollers,Christmas,5.9
295,Page One: Inside the New York Times,Other,6.9
296,Vanishing on 7th Street,Other,4.9
296,Tibet: Cry of the Snow Lion,Other,7.6
296,Play the Game,SummerVacation,6.4
296,Peaceful Warrior,SummerVacation,7.3
296,"War, Inc.",SummerVacation,5.6
296,Life of Crime,SummerVacation,5.8
296,Mercy Streets,Other,5.4
296,God Bless the Broken Road,Other,5.4
297,Inequality for All,Easter,8
297,In Search of a Midnight Kiss,SummerVacation,7.2
297,Blizzard,Christmas,5.6
297,The Devil's Hand,Other,4.9
297,The U.S. vs. John Lennon,Christmas,7.4
297,Give Me Liberty,SummerVacation,7.1
298,Phantom,Easter,5.8
298,Chain Letter,Christmas,4.1
298,Palindromes,Other,6.7
298,The Weather Underground,Christmas,7.5
298,Knockout,Other,3.6
298,Fade to Black,Christmas,6.9
298,10 Items or Less,Other,6.6
298,Encounters at the End of the World,SummerVacation,7.7
298,Killerman,SummerVacation,5.5
298,Hillsong: Let Hope Rise,Other,6.3
299,I Spit on Your Grave,Other,6.3
299,Poolhall Junkies,Other,6.9
299,Leonard Cohen: I'm Your Man,SummerVacation,6.8
299,Texas Killing Fields,Other,5.7
300,"The Prize Winner of Defiance, Ohio",SummerVacation,7.3
300,A Question of Faith,Other,5.6
300,The Weight of Water,SummerVacation,5.9
300,American Violet,Easter,7
300,He Named Me Malala,Other,6.9
301,Chi-Raq,Christmas,5.7
301,From Mexico with Love,Other,5.1
301,Passionada,SummerVacation,6.2
301,"For a Good Time, Call...",Christmas,6
301,Wendy and Lucy,Easter,7.1
301,I'm Still Here,Other,6.2
302,Gimme Shelter,Other,6.5
302,Lymelife,Christmas,6.9
302,The Art of the Steal,Other,7.6
302,The Little Mermaid,SummerVacation,4.2
303,The Only Living Boy in New York,SummerVacation,6.3
303,House,Christmas,4.6
303,Sholem Aleichem: Laughing in the Darkness,SummerVacation,6.9
303,Bethany Hamilton: Unstoppable,SummerVacation,7
303,The Trials of Henry Kissinger,SummerVacation,7.6
303,Kaboom,Other,5.7
304,The Paperboy,Other,5.8
304,Casa de los babys,Other,6.3
304,Cake,Other,6.4
304,Killing Season,SummerVacation,5.4
304,American Teen,SummerVacation,6.4
304,Standing Ovation,SummerVacation,3.2
304,Humpday,Other,6
304,Disney's Newsies: The Broadway Musical!,Other,8.6
305,Tigerland,SummerVacation,7
305,The Dinner,SummerVacation,4.5
305,The Work and the Glory III: A House Divided,Christmas,6.7
305,Equals,SummerVacation,6.1
305,Series 7: The Contenders,SummerVacation,6.5
305,Going Upriver: The Long War of John Kerry,Other,7.4
305,Dust to Glory,Easter,7.5
305,No One Lives,SummerVacation,6
306,Ain't Them Bodies Saints,SummerVacation,6.4
306,Wet Hot American Summer,Easter,6.6
306,Preacher's Kid,Other,5.1
306,Surveillance,SummerVacation,6.3
306,Happythankyoumoreplease,Easter,6.8
306,Tarnation,Christmas,7.1
306,Meru,SummerVacation,7.7
306,Assassination Nation,Other,5.9
307,Fiddler: A Miracle of Miracles,Christmas,7.3
307,Higher Ground,Easter,6.2
307,The Body,Christmas,5.3
307,Gunner Palace,Other,6.6
307,Arctic Tale,SummerVacation,7
307,Damsels in Distress,Easter,5.7
307,I'm Not Ashamed,Easter,5.8
307,Jem and the Holograms,Other,4.1
308,Pi<U+00C3>¡Àero,Easter,6.3
308,LBJ,Christmas,6.5
308,Around the Bend,Other,6.4
308,WARx2,Easter,9.2
309,The Greatest,Christmas,6.6
309,My All-American,Christmas,7.1
309,Blue Car,SummerVacation,6.6
309,The Passion of the Christ,Other,7.1
310,Slow Burn,Easter,5.8
310,Tully,Easter,7.2
310,Transylmania,Christmas,3.8
310,The Resurrection of Gavin Stone,Other,6.1
310,Stuck in Love.,SummerVacation,7.2
311,Reservation Road,SummerVacation,6.7
311,Hearts Beat Loud,SummerVacation,6.9
311,Little Men,SummerVacation,6.7
311,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,Other,7.7
312,The Other Woman,Other,6.4
312,Lockdown,Other,6.2
312,The Lovers,SummerVacation,6.1
312,The Marc Pease Experience,SummerVacation,4
312,Generation Iron,Other,7.1
312,Kids in America,Other,5.7
312,Primer,SummerVacation,6.9
312,Pariah,Other,7.2
312,Woman Thou Art Loosed: On the 7th Day,Easter,4.9
312,Greater,SummerVacation,7.2
313,Pretty Persuasion,SummerVacation,6.5
313,I Want Your Money,Other,4.7
313,Alone Yet Not Alone,Other,4.5
314,The Innkeepers,Easter,5.4
314,The Last Shot,Christmas,5.6
314,Repentance,Other,4.9
314,Madison,Easter,6.4
314,I Am Trying to Break Your Heart,SummerVacation,7.5
314,The Spy Behind Home Plate,SummerVacation,6.9
314,Emma Smith: My Story,Easter,6.7
314,Old Fashioned,Other,5.2
315,Darling Companion,SummerVacation,5.1
315,Puzzle,Other,6.7
315,Dorm Daze,SummerVacation,4.6
315,Wild Nights with Emily,Easter,6.2
315,Conversations with God,Other,6.6
316,The Singing Detective,Christmas,5.5
316,I.O.U.S.A.,Christmas,7.5
316,Jesus Camp,Easter,7.4
316,Forks Over Knives,Other,7.8
317,99 Homes,Other,7.1
317,Liberal Arts,Other,6.7
317,V/H/S/2,SummerVacation,6
317,Tabloid,Christmas,7
318,The Merry Gentleman,Christmas,6.5
318,"Peace, Love & Misunderstanding",SummerVacation,5.9
318,Year of the Dog,SummerVacation,6
318,Elvis & Nixon,Easter,6.4
318,Tiny Furniture,Easter,6.2
319,Blue Moon,Other,5.9
319,Infinitely Polar Bear,SummerVacation,7
320,The Oogieloves in the Big Balloon Adventure,SummerVacation,2
320,50 to 1,Easter,6.4
320,Nanking,SummerVacation,7.6
320,The Dead Girl,Easter,6.6
320,Serious Moonlight,Christmas,5.4
320,Light of My Life,SummerVacation,6.6
320,The Diary of a Teenage Girl,SummerVacation,6.9
320,Pride and Prejudice,Christmas,5.1
321,Arthur Newman,SummerVacation,5.7
321,Blonde Ambition,Other,3.9
321,Outfoxed: Rupert Murdoch's War on Journalism,SummerVacation,7.5
321,The Celestine Prophecy,SummerVacation,4.9
321,Menashe,SummerVacation,6.5
321,The Russian Five,Christmas,8.2
321,I Saw the Light,Easter,5.7
321,The Song,Other,6
322,Delgo,Christmas,4.3
322,Looking for Comedy in the Muslim World,Other,5.3
322,Like Dandelion Dust,Other,7
322,One Week,SummerVacation,6.5
322,Unconditional,Other,7.2
322,Mobsters and Mormons,Other,6.3
322,Shade,SummerVacation,6.3
322,The Greatest Movie Ever Sold,SummerVacation,6.6
322,A Ghost Story,SummerVacation,6.8
323,Scorched,SummerVacation,6
323,The Tempest,Other,5.3
323,Interview,SummerVacation,6.8
323,An Everlasting Piece,Easter,6.3
323,Blue Ruin,SummerVacation,7.1
323,Jane,Christmas,7.8
323,Meet the Patels,Other,7.2
323,Weiner,SummerVacation,7.6
324,Being Flynn,Easter,6.4
324,Down in the Valley,Christmas,6.4
324,The Disappearance of Eleanor Rigby: Them,Other,6.3
324,Keane,Other,6.9
324,Shrink,SummerVacation,6.7
324,No End in Sight,Other,8.2
324,Short Cut to Nirvana: Kumbh Mela,SummerVacation,7.2
324,Professor Marston & the Wonder Women,Other,7.1
325,House of D,Easter,7
325,The Letters,Christmas,6
325,Last Flag Flying,Christmas,6.9
325,Towelhead,Other,6.9
325,Hail Satan?,Easter,7.3
326,"Scotland, Pa.",Other,6.7
326,Formosa Betrayed,Other,6.1
326,Black Dynamite,Other,7.4
326,Chop Suey,Other,7
326,Under the Silver Lake,Easter,6.5
326,Anamorph,SummerVacation,5.5
326,Boricua's Bond,SummerVacation,3.8
326,Billabong Odyssey,Easter,7
326,The Game of Their Lives,SummerVacation,6.1
326,In the Realms of the Unreal,Easter,7.3
326,Muscle Shoals,Other,7.7
326,ATM,Easter,4.7
326,Equity,SummerVacation,5.5
326,Terri,SummerVacation,6.5
326,Palo Alto,SummerVacation,6.2
326,Janis: Little Girl Blue,Christmas,7.4
327,The Comedian,Other,5.7
327,Beer for My Horses,SummerVacation,4.8
327,The Groomsmen,Other,6.1
327,Lucky,Other,7.3
327,Outrage,Easter,7.5
327,Iris,Easter,7.2
328,Waking Up in Reno,Christmas,5.5
328,The Brown Bunny,Christmas,5
328,Song to Song,Easter,5.7
328,Punks,Other,7.1
329,"Die, Mommie, Die!",Other,6.5
329,The Chumscrubber,Other,6.9
329,You're Not You,Christmas,7.4
329,That Evening Sun,Easter,7.1
329,The Yellow Handkerchief,Christmas,6.7
329,Ai Weiwei: Never Sorry,SummerVacation,7.6
330,Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,Other,6.2
330,Today's Special,Christmas,6.6
330,Still We Believe: The Boston Red Sox Movie,Easter,7.3
330,Good Kill,SummerVacation,6.4
330,Particle Fever,Other,7.4
331,Once in the Life,Other,5.3
331,Freeheld,Christmas,6.6
331,Go Tigers!,Other,7.2
331,The Yes Men,Other,6.9
332,The Trip,SummerVacation,7.1
332,Another Gay Movie,SummerVacation,4.9
332,End of the Century,Christmas,8
332,Winter Solstice,Christmas,6.1
332,Slamma Jamma,Easter,6
332,Call of the Wild,SummerVacation,5.3
332,I Spit on Your Grave 2,Other,5.7
333,Thin Ice,Other,6.2
333,Certain Women,Other,6.3
333,The King,SummerVacation,6.7
333,Soul Power,SummerVacation,7
333,Night Moves,Easter,6
333,The Boys of Baraka,Other,7.4
333,The Hunting of the President,Other,6.9
333,The Wolfpack,SummerVacation,7
334,Maggie,SummerVacation,5.6
334,Pumpkin,Easter,6.1
334,Atlas Shrugged: Who Is John Galt?,Other,4.3
334,Nobel Son,Christmas,6.3
334,Baadasssss!,Easter,7.3
334,Sex and Death 101,Other,6
334,The Ledge,SummerVacation,6.5
334,Bonhoeffer,SummerVacation,7.1
334,Long Night's Journey Into Day,Christmas,7.1
334,Larger Than Life in 3D,Christmas,7.9
335,Never Again,Easter,6.3
335,Seraphim Falls,Easter,6.7
335,The Seagull,SummerVacation,5.8
335,Noah's Arc: Jumping the Broom,Other,6.8
335,The Fantasticks,Other,5.6
335,Priceless,Other,6.1
335,The Cokeville Miracle,SummerVacation,5.1
336,The Battle of Shaker Heights,SummerVacation,6
336,Everybody Wants to Be Italian,Easter,5.8
337,Festival in Cannes,SummerVacation,5.9
337,Feast,Other,6.3
337,Big Fan,Other,6.7
337,13 Sins,Easter,6.3
337,Trust,Easter,6.9
338,Salinger,Other,6.7
338,(Untitled),SummerVacation,6.3
338,Dancing at the Blue Iguana,Other,5.7
338,Trouble the Water,Christmas,7.3
338,Christmas in the Clouds,Christmas,6.4
338,Lazer Team,Other,5.6
338,The Stray,Other,5.4
339,The United States of Leland,Easter,7.1
339,The Final Season,Other,6.6
339,The Oh in Ohio,Other,5.5
339,Margaret,SummerVacation,6.4
339,Life Itself,SummerVacation,7.8
339,Countdown to Zero,SummerVacation,6.9
340,Wooly Boys,Other,6.2
340,Animal Factory,SummerVacation,6.6
340,My Date with Drew,Other,6.4
340,Green Dragon,Easter,6.1
340,Sleeping Dogs Lie,Other,5.8
340,World's Greatest Dad,Other,6.9
341,Creature,Other,3.6
341,Civil Brand,SummerVacation,5.1
341,The Tomorrow Man,SummerVacation,5.6
341,Splinter,Easter,6.1
341,Bukowski: Born into This,Easter,7.9
341,Wassup Rockers,Easter,6
342,"Love, Wedding, Marriage",SummerVacation,4.9
342,Who Is Cletis Tout?,Christmas,6.4
342,Dominion: Prequel to the Exorcist,SummerVacation,5.2
342,May,Easter,6.6
342,America's Heart & Soul,SummerVacation,4.9
342,Downtown 81,Easter,7.1
342,Patti Cake$,SummerVacation,6.8
342,South of the Border,SummerVacation,7
343,Committed,SummerVacation,5.1
343,Sherrybaby,Other,6.6
343,September Dawn,SummerVacation,5.8
343,Hair Show,Other,5.1
343,Jean-Michel Basquiat: The Radiant Child,Easter,7.8
343,Beyond the Mask,Easter,5
344,My Friend Dahmer,Easter,6.2
344,I Still See You,Other,5.8
344,Shadow Hours,SummerVacation,5.9
344,The Promotion,SummerVacation,5.6
344,Love and Honor,Easter,5.7
344,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,Christmas,7.7
344,Grace Is Gone,Other,6.7
344,Gay Sex in the 70s,Easter,6.9
345,The Ten Commandments,Other,2.8
345,Mickey,Easter,6.6
345,Circuit,SummerVacation,5.6
345,Benjamin Smoke,SummerVacation,7.5
345,Diane,Easter,6.6
345,Herb & Dorothy,Christmas,7.5
345,The Armstrong Lie,Christmas,7.3
346,Pearl Jam Twenty,Other,8.3
346,King of California,Other,6.6
346,The Hammer,Easter,7.2
346,Not Fade Away,SummerVacation,6
346,Crude,Other,7.5
347,Skins,Other,7.1
347,The Brothers Solomon,Other,5.3
347,Imaginary Heroes,Christmas,7.2
347,The Perfect Host,SummerVacation,6.8
347,Upstream Color,SummerVacation,6.7
348,Hesher,SummerVacation,7
348,My Dog Tulip,SummerVacation,6.9
348,Snow Angels,Other,6.8
348,Charlotte Sometimes,Easter,6.6
348,Passport to Love,Other,6.6
349,Gigantic,SummerVacation,6
349,A Matter of Faith,SummerVacation,3.6
349,Sound City,Other,7.8
349,Bootmen,Other,6.2
349,Shadowboxer,SummerVacation,5.5
349,New York Doll,Other,7.7
349,Lucy in the Sky,Other,4.5
349,Vaxxed: From Cover-Up to Catastrophe,Easter,5
350,P.S.,Other,6.1
350,Down and Derby,Christmas,5.5
350,Scatter My Ashes at Bergdorf's,SummerVacation,6.2
350,Home of the Brave,Easter,5.6
350,Blue Like Jazz,Easter,5.9
350,Sword of Trust,SummerVacation,6.3
350,The Signal,SummerVacation,6.1
350,Cartel Land,SummerVacation,7.4
351,Super,SummerVacation,6.7
351,This Old Cub,Easter,8.5
351,Elsa & Fred,Christmas,6.4
351,Compliance,Other,6.4
351,The Hollars,SummerVacation,6.5
351,The Miseducation of Cameron Post,SummerVacation,6.6
351,En Brazos de un Asesino,Christmas,6.2
351,The Inevitable Defeat of Mister & Pete,Other,7.5
351,True to the Game,Other,5.1
352,Hell Ride,Other,5.1
352,The Keeper: The Legend of Omar Khayyam,SummerVacation,6.4
352,The Overnight,SummerVacation,6.1
352,"Lovely, Still",Easter,7.1
352,The 11th Hour,Other,7.3
352,The Horse Boy,Christmas,7.3
353,Riding the Bullet,Other,5.2
353,The 5th Quarter,Easter,5.6
353,'R Xmas,Christmas,5.8
353,Idiocracy,Other,6.6
353,Hangman's Curse,Other,4.9
353,Brothers at War,Easter,6.5
353,Beyond the Reach,Easter,5.6
353,Little Women,Other,5
354,Stake Land,SummerVacation,6.5
354,At Any Price,SummerVacation,5.6
354,The Black Waters of Echo's Pond,Easter,4.4
354,Papa Hemingway in Cuba,Easter,6.3
354,Undefeated,SummerVacation,7.7
354,Vox Lux,Christmas,6
355,Knight of Cups,Easter,5.7
355,The Cockettes,Other,7.3
355,Beer League,Other,5.9
355,Ask Dr. Ruth,SummerVacation,7.6
355,Malevolence,Easter,5.1
355,The Untold Story of Emmett Louis Till,SummerVacation,7.6
355,Breathe In,SummerVacation,6.4
356,The One I Love,SummerVacation,7.1
356,Billy: The Early Years,Other,6.9
356,Gray Matters,SummerVacation,5.8
356,Not Forgotten,Other,4.8
356,Herman U.S.A.,SummerVacation,6.1
356,Church Ball,Easter,3.9
356,Mayor of the Sunset Strip,Easter,7
356,Red Betsy,Easter,6.9
356,The Ch<U+00C3>¡éteau,Other,5.3
356,States of Grace,Easter,6.8
356,Into the Abyss,Easter,7.3
357,Big Stone Gap,SummerVacation,5.6
357,The Second Chance,Other,6.6
357,The First Monday in May,Easter,7.2
357,Greendale,Other,6.3
357,Meet Bill,SummerVacation,6.2
357,Until the Light Takes Us,SummerVacation,7.1
357,Step,SummerVacation,6.9
358,Romeo & Juliet: Sealed with a Kiss,SummerVacation,3.6
358,Cherish,Other,6.7
358,Standard Operating Procedure,SummerVacation,7.4
358,Treeless Mountain,SummerVacation,7.1
358,We Steal Secrets: The Story of WikiLeaks,SummerVacation,6.9
359,Columbus,SummerVacation,7.2
359,"War Eagle, Arkansas",Christmas,6.3
359,Smashed,Christmas,6.8
359,Mooz-Lum,Other,6.9
359,November,Other,5.5
359,Uncovered: The War on Iraq,Other,7.5
359,Bigger Stronger Faster*,Other,7.6
359,Gigantic (A Tale of Two Johns),Easter,7.6
360,Legendary,Other,6.2
360,Hellbent,Other,5.5
360,Washington Heights,SummerVacation,5.9
360,The Heart of the Game,SummerVacation,7.5
360,Sarah Landon and the Paranormal Hour,Other,3.7
360,Bombshell: The Hedy Lamarr Story,Easter,7.4
361,Faith of Our Fathers,SummerVacation,3.6
361,The Baxter,Easter,6.5
361,Looking for an Echo,Christmas,6.7
361,Planet B-Boy,Easter,7.7
361,Gimme Danger,SummerVacation,7.2
361,The Business of Fancydancing,Other,6.6
361,Cliffs of Freedom,Easter,6.4
361,Dig!,Easter,7.8
361,Bitch Slap,Christmas,4.4
362,23 Blast,Other,6.5
362,When Do We Eat?,Easter,5.9
362,Protocols of Zion,Christmas,6.3
362,The Specials,Other,5.8
362,Guiana 1838,Other,7.3
362,Charlie Countryman,Other,6.4
362,Alone with Her,SummerVacation,6
362,Taxi to the Dark Side,Other,7.5
363,This So-Called Disaster: Sam Shepard Directs the Late Henry Moss,SummerVacation,6.5
363,Another Happy Day,Christmas,6.1
363,The Babymakers,SummerVacation,4.9
363,Prince Avalanche,Other,6.4
363,Blind Dating,Easter,6.1
363,Surfwise,SummerVacation,7.2
363,The Devil and Daniel Johnston,SummerVacation,7.9
363,Client 9: The Rise and Fall of Eliot Spitzer,Easter,7.4
364,The Agronomist,Easter,7.4
364,Rudderless,Other,7.5
364,Gentlemen Broncos,SummerVacation,6.2
364,Nick Saban: Gamechanger,SummerVacation,7.6
365,The Amati Girls,Other,5.1
365,Stolen Summer,SummerVacation,6.5
365,Stoked: The Rise and Fall of Gator,SummerVacation,7.2
365,Forty Shades of Blue,Christmas,6.2
365,Preaching to the Choir,Easter,5.4
365,The Lucky Ones,Other,6.9
365,On Any Sunday: The Next Chapter,Christmas,7.1
365,The King of Kong: A Fistful of Quarters,Other,8.1
365,Beautifully Broken,SummerVacation,5.8
365,Bully,Easter,7.3
366,The Ten,Easter,5
366,Marilyn Hotchkiss' Ballroom Dancing & Charm School,Other,6.6
366,Lola Versus,SummerVacation,5.4
366,Uncle Nino,Other,6.7
366,Believe,Christmas,5.1
366,The Home Teachers,Other,4.6
366,Patterns of Evidence: Exodus,Other,7.2
367,Rebel in the Rye,Other,6.7
367,Prince of Central Park,Christmas,5.1
367,Lightning in a Bottle,SummerVacation,7.7
367,Monster Beach Party,Easter,7
367,Girls Will Be Girls,SummerVacation,6.9
367,The Sea of Trees,SummerVacation,6.1
367,Seymour: An Introduction,Other,7.5
367,Mike Wallace Is Here,Other,7
367,Derrida,Other,6.5
367,Dirty Wars,Other,7.5
368,Best of Enemies: Buckley vs. Vidal,SummerVacation,7.6
368,Redacted,Christmas,6.1
368,Winnebago Man,Easter,7.2
369,The Quiet,SummerVacation,6.3
369,Naqoyqatsi,Other,6.6
369,Rocket Science,Other,6.6
369,Drinking Buddies,SummerVacation,6.1
369,Super Sucker,Other,4.4
369,Two Night Stand,Other,6.4
369,Medicine for Melancholy,Easter,6.7
369,Morning Light,Easter,5.8
369,Landline,SummerVacation,6.4
370,The Polar Express,Christmas,6.6
370,American Hardcore,Other,7.4
370,Sound of My Voice,SummerVacation,6.6
370,Harvard Beats Yale 29-29,Christmas,7.2
371,Being Elmo: A Puppeteer's Journey,Easter,7.6
371,The Turandot Project,Other,7.2
371,Hansel & Gretel,Other,4.1
371,The Skeptic,SummerVacation,5.6
371,Eating Out,Other,5.8
371,Joshua,SummerVacation,5.9
371,I Origins,Other,7.4
371,Lo and Behold: Reveries of the Connected World,SummerVacation,7
372,One Child Nation,SummerVacation,7.5
372,Tangerine,SummerVacation,7.1
372,Outsourced,Christmas,7
373,Hava Nagila: The Movie,Other,5.8
373,The 13th Alley,SummerVacation,6.1
373,Last Days in Vietnam,Other,7.6
373,Wilson,Easter,5.8
373,Saturday's Warrior,Easter,5.5
374,Bartleby,Easter,6.4
374,Dirty Deeds,SummerVacation,5.8
374,The House of the Devil,SummerVacation,6.4
374,When Comedy Went to School,SummerVacation,6.2
374,The Wrecking Crew!,Easter,7.6
374,Wiener-Dog,SummerVacation,5.9
374,"South of Heaven, West of Hell",Other,4.1
374,Bush's Brain,Easter,6.7
374,Deepsea Challenge 3D,Other,6.8
374,God Bless America,SummerVacation,7.2
374,The Interrupters,SummerVacation,7.5
374,Out of Liberty,Other,4.6
375,Mr. Church,Christmas,7.6
375,King of the Jungle,Other,6
375,Red Army,Other,7.7
375,Friends and Family,SummerVacation,6.2
375,Koch,Other,6.3
375,The Foot Fist Way,Other,6.3
375,Under Our Skin,SummerVacation,7.9
375,Detropia,Other,6.5
376,Maze,Other,6.3
376,Baptists at Our Barbecue,Other,5.7
376,Conan O'Brien Can't Stop,SummerVacation,7
376,Green Card Fever,SummerVacation,5.9
376,Keep the Lights On,SummerVacation,6.4
376,Dahmer,Easter,5.6
376,Her Smell,SummerVacation,6.2
376,Deliver Us from Evil,Other,7.9
376,The Legend of God's Gun,SummerVacation,3.5
376,Wakefield,SummerVacation,6.3
377,Munger Road,Other,4.5
377,CSNY/D<U+00C3><U+00A9>j<U+00C3><U+00A0> Vu,SummerVacation,7.1
377,Brooklyn Lobster,Christmas,6.3
377,Linsanity,Other,7.3
378,Phil Ochs: There But for Fortune,Other,7.6
378,Universal Soldier: Day of Reckoning,Other,5
378,Camp,Other,6.9
378,City of Gold,Easter,7.1
378,Mystery Team,Other,6.7
378,I Got the Hook Up 2,SummerVacation,3.3
379,Adam & Steve,SummerVacation,5.9
379,The Music Never Stopped,Other,7.5
379,The English Teacher,SummerVacation,5.8
379,Canal Street,Other,4
379,The Family Fang,SummerVacation,6.1
379,Room 237,Other,6.2
380,Hello I Must Be Going,Other,6.2
380,Range 15,SummerVacation,5
380,Be Here to Love Me: A Film About Townes Van Zandt,Christmas,7.9
380,When Will I Be Loved,SummerVacation,4.4
380,Delirious,SummerVacation,6.5
380,Not Today,Easter,5.7
380,XX/XY,SummerVacation,5.9
380,Only the Brave,Other,5.3
380,The Mysteries of Pittsburgh,Other,5.4
380,Chop Shop,Other,7.3
380,She's Beautiful When She's Angry,Other,7.9
381,God's Pocket,SummerVacation,6.1
381,Old Joy,Other,6.7
