time,wind_speed
2019/6/14 2:20,5.134427
2019/6/14 2:30,4.59223
2019/6/14 2:40,5.375271
2019/6/14 2:50,4.604212
2019/6/14 3:00,4.423878
2019/6/14 3:10,5.007761
2019/6/14 3:20,4.619225
2019/6/14 3:30,4.403907
2019/6/14 3:40,3.790779
2019/6/14 3:50,2.358479
2019/6/14 4:00,3.458299
2019/6/14 4:10,3.540661
2019/6/14 4:20,2.176032
2019/6/14 4:30,1.293826
2019/6/14 4:40,1.231985
2019/6/14 4:50,1.155775
2019/6/14 5:00,1.758481
2019/6/14 5:10,3.5189
2019/6/14 5:20,2.703492
2019/6/14 5:30,2.079943
2019/6/14 5:40,1.69283
2019/6/14 5:50,2.115753
2019/6/14 6:00,2.825889
2019/6/14 6:10,2.039175
2019/6/14 6:20,1.280742
2019/6/14 6:30,1.653531
2019/6/14 6:40,1.9143
2019/6/14 6:50,2.751698
2019/6/14 7:00,1.759032
2019/6/14 7:10,1.44363
2019/6/14 7:20,1.554044
2019/6/14 7:30,1.819404
2019/6/14 7:40,1.604315
2019/6/14 7:50,1.549223
2019/6/14 8:00,1.772346
2019/6/14 8:10,2.81712
2019/6/14 8:20,2.492306
2019/6/14 8:30,2.859265
2019/6/14 8:40,3.036386
2019/6/14 8:50,2.873727
2019/6/14 9:00,3.052638
2019/6/14 9:10,2.865784
2019/6/14 9:20,2.392131
2019/6/14 9:30,3.326996
2019/6/14 9:40,5.070383
2019/6/14 9:50,5.45217
2019/6/14 10:00,5.523973
2019/6/14 10:10,5.918386
2019/6/14 10:20,6.350032
2019/6/14 10:30,6.694036
2019/6/14 10:40,6.924045
2019/6/14 10:50,7.098916
2019/6/14 11:00,6.357837
2019/6/14 11:10,5.460296
2019/6/14 11:20,5.965077
2019/6/14 11:30,5.96728
2019/6/14 11:40,5.133417
2019/6/14 11:50,5.477191
2019/6/14 12:00,4.962494
2019/6/14 12:10,4.473323
2019/6/14 12:20,4.21361
2019/6/14 12:30,3.430477
2019/6/14 12:40,2.526188
2019/6/14 12:50,2.146145
2019/6/14 13:00,1.700956
2019/6/14 13:10,2.164417
2019/6/14 13:20,2.836081
2019/6/14 13:30,1.726665
2019/6/14 13:40,1.745718
2019/6/14 13:50,2.013741
2019/6/14 14:00,2.115753
2019/6/14 14:10,1.419436
2019/6/14 14:20,0.824855
2019/6/14 14:30,1.440417
2019/6/14 14:40,2.578388
2019/6/14 14:50,1.896073
2019/6/14 15:00,2.765976
2019/6/14 15:10,3.966706
2019/6/14 15:20,3.446454
2019/6/14 15:30,2.966327
2019/6/14 15:40,2.472841
2019/6/14 15:50,2.406455
2019/6/14 16:00,1.797137
2019/6/14 16:10,1.578468
2019/6/14 16:20,1.703114
2019/6/14 16:30,1.229598
2019/6/14 16:40,0.824442
2019/6/14 16:50,0.421811
2019/6/14 17:00,0.425346
2019/6/14 17:10,0.807088
2019/6/14 17:20,0.938391
2019/6/14 17:30,1.377979
2019/6/14 17:40,1.20825
2019/6/14 17:50,1.592149
2019/6/14 18:00,1.543852
2019/6/14 18:10,1.612212
2019/6/14 18:20,1.210316
2019/6/14 18:30,1.288317
2019/6/14 18:40,1.232582
2019/6/14 18:50,0.865945
2019/6/14 19:00,1.282027
2019/6/14 19:10,0.652693
2019/6/14 19:20,0.368097
2019/6/14 19:30,0.71839
2019/6/14 19:40,0.473093
2019/6/14 19:50,0.743503
2019/6/14 20:00,0.694287
2019/6/14 20:10,1.304202
2019/6/14 20:20,1.42343
2019/6/14 20:30,0.286928
2019/6/14 20:40,0.357951
2019/6/14 20:50,0.508765
2019/6/14 21:00,0.807685
2019/6/14 21:10,0.612567
2019/6/14 21:20,0.456198
2019/6/14 21:30,0.443481
2019/6/14 21:40,0.958453
2019/6/14 21:50,1.066709
2019/6/14 22:00,0.774033
2019/6/14 22:10,0.481357
2019/6/14 22:20,0.400096
2019/6/14 22:30,0.655815
2019/6/14 22:40,0.990131
2019/6/14 22:50,1.342077
2019/6/14 23:00,0.455509
2019/6/14 23:10,0.669679
2019/6/14 23:20,2.129204
2019/6/14 23:30,4.258143
2019/6/14 23:40,2.597349
2019/6/14 23:50,1.57654
2019/6/15 0:00,1.0062
2019/6/15 0:10,1.433622
2019/6/15 0:20,2.230895
2019/6/15 0:30,3.551817
2019/6/15 0:40,3.948158
2019/6/15 0:50,4.431545
2019/6/15 1:00,3.428641
2019/6/15 1:10,2.54469
2019/6/15 1:20,1.565154
2019/6/15 1:30,0.882931
2019/6/15 1:40,0.482642
2019/6/15 1:50,0.730648
2019/6/15 2:00,1.111609
2019/6/15 2:10,1.455796
2019/6/15 2:20,1.179418
2019/6/15 2:30,1.025528
2019/6/15 2:40,0.894455
2019/6/15 2:50,0.887982
2019/6/15 3:00,1.209489
2019/6/15 3:10,1.164406
2019/6/15 3:20,2.532019
2019/6/15 3:30,1.943957
2019/6/15 3:40,3.351053
2019/6/15 3:50,3.046211
2019/6/15 4:00,2.387448
2019/6/15 4:10,1.883127
2019/6/15 4:20,3.303766
2019/6/15 4:30,4.635156
2019/6/15 4:40,5.125704
2019/6/15 4:50,4.569275
2019/6/15 5:00,4.747681
2019/6/15 5:10,3.924928
2019/6/15 5:20,3.188302
2019/6/15 5:30,2.744261
2019/6/15 5:40,1.676853
2019/6/15 5:50,1.387299
2019/6/15 6:00,1.857509
2019/6/15 6:10,1.801177
2019/6/15 6:20,1.991566
2019/6/15 6:30,1.398776
2019/6/15 6:40,1.166426
2019/6/15 6:50,1.265959
2019/6/15 7:00,1.101279
2019/6/15 7:10,1.914575
2019/6/15 7:20,2.005706
2019/6/15 7:30,1.961725
2019/6/15 7:40,1.940927
2019/6/15 7:50,1.057435
2019/6/15 8:00,0.920119
2019/6/15 8:10,1.069556
2019/6/15 8:20,1.745948
2019/6/15 8:30,1.464841
2019/6/15 8:40,1.296856
2019/6/15 8:50,1.734011
2019/6/15 9:00,1.845021
2019/6/15 9:10,2.227865
2019/6/15 9:20,2.217351
2019/6/15 9:30,2.187831
2019/6/15 9:40,2.195498
2019/6/15 9:50,2.197151
2019/6/15 10:00,2.357607
2019/6/15 10:10,2.392911
2019/6/15 10:20,2.268954
2019/6/15 10:30,1.811048
2019/6/15 10:40,2.127322
2019/6/15 10:50,2.113824
2019/6/15 11:00,1.24461
2019/6/15 11:10,1.892768
2019/6/15 11:20,1.80485
2019/6/15 11:30,2.132602
2019/6/15 11:40,3.171224
2019/6/15 11:50,2.941123
2019/6/15 12:00,2.819415
2019/6/15 12:10,1.882897
2019/6/15 12:20,1.434081
2019/6/15 12:30,1.017815
